,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Grammar_Error_Count
983,6,130,577,3.523076923,25,15,5,4,8,18,1
984,8,103,469,3.669902913,10,17,3,3,8,15,1
985,12,341,1511,3.554252199,46,53,16,16,15,46,1
986,5,166,774,3.710843373,24,20,11,11,7,27,1
987,14,176,700,3.1875,17,33,12,8,8,24,1
988,20,253,1021,3.201581028,23,35,10,13,7,30,1
989,2,65,262,3.2,9,9,4,4,3,11,0
990,4,62,244,3.14516129,7,10,2,2,3,10,0
991,5,141,617,3.489361702,23,21,8,5,4,19,1
992,4,249,1128,3.578313253,22,50,15,9,15,28,3
993,7,118,560,3.855932203,17,21,2,2,1,16,0
994,6,114,445,3.043859649,17,20,3,2,10,26,1
995,9,168,746,3.541666667,25,30,12,4,5,20,0
996,2,56,241,3.357142857,9,8,2,7,1,9,0
997,9,292,1246,3.363013699,39,38,8,22,9,55,0
998,8,125,605,3.968,10,19,9,7,12,15,1
999,16,207,902,3.47826087,28,38,6,6,19,26,2
1000,20,369,1370,2.991869919,47,48,14,12,22,51,1
1001,10,180,716,3.105555556,27,29,5,7,10,29,0
1002,20,184,778,3.391304348,21,29,6,4,6,29,0
1003,5,91,362,3.142857143,13,17,5,5,4,12,0
1004,17,403,1581,3.161290323,63,56,11,10,18,58,0
1005,25,271,1091,3.169741697,41,23,18,1,14,53,1
1006,57,393,1212,2.511450382,28,29,5,7,10,33,4
1007,10,185,797,3.443243243,24,22,7,9,8,33,2
1008,14,218,904,3.325688073,29,28,8,10,16,40,0
1009,9,175,765,3.462857143,32,22,9,9,9,42,0
1010,4,114,430,2.99122807,13,12,3,4,1,20,1
1011,15,212,969,3.683962264,31,32,18,4,14,35,1
1012,5,167,725,3.491017964,27,26,2,9,2,25,0
1013,3,55,237,3.381818182,6,12,1,1,1,13,1
1014,13,182,757,3.373626374,30,14,9,5,11,33,2
1015,1,16,66,3.25,2,4,0,1,0,5,1
1016,15,251,1046,3.262948207,47,38,10,14,10,46,4
1017,29,496,2048,3.433467742,46,55,24,9,25,45,1
1018,4,59,276,3.813559322,9,8,1,4,2,12,0
1019,14,169,715,3.366863905,29,30,0,1,6,28,2
1020,14,314,1317,3.334394904,38,41,20,11,21,31,2
1021,30,439,1845,3.382687927,55,55,20,17,46,50,0
1022,12,143,586,3.244755245,19,18,0,7,10,22,1
1023,25,204,714,2.730392157,29,16,6,7,16,33,6
1024,7,203,777,3.157635468,23,19,7,6,6,24,0
1025,12,366,1597,3.50273224,45,61,12,22,11,47,0
1026,4,95,426,3.536842105,13,16,7,0,6,15,1
1027,25,210,883,3.485714286,25,26,13,6,7,21,2
1028,19,202,824,3.148514851,32,23,11,7,9,40,2
1029,11,182,829,3.642857143,36,22,8,9,8,25,0
1030,19,340,1430,3.447058824,39,47,17,8,15,27,2
1031,5,86,366,3.453488372,9,12,3,2,3,9,2
1032,11,227,902,3.118942731,43,17,10,5,13,47,1
1033,26,486,2166,3.606995885,75,83,26,15,26,61,0
1034,14,271,1094,3.184501845,50,23,8,22,25,47,1
1035,4,60,267,3.55,6,8,5,4,2,7,1
1036,7,111,434,3.108108108,11,10,6,1,7,13,0
1037,16,195,802,3.282051282,16,35,10,2,11,22,1
1038,22,350,1560,3.591428571,40,57,17,11,16,42,0
1039,2,56,305,4.517857143,13,9,3,2,0,7,0
1040,28,235,948,3.268085106,27,27,7,4,19,21,0
1041,12,192,785,3.229166667,30,26,9,7,6,26,1
1042,12,202,868,3.376237624,32,33,8,5,9,24,0
1043,13,232,936,3.198275862,34,24,13,10,17,35,4
1044,9,160,656,3.25,31,15,2,5,6,33,1
1045,13,172,726,3.389534884,17,24,10,7,12,19,1
1046,10,223,848,3.053811659,21,19,8,4,13,34,0
1047,8,112,443,3.151785714,11,11,6,2,5,17,1
1048,2,113,461,3.150442478,24,14,3,7,8,25,0
1049,2,147,648,3.455782313,24,30,3,10,13,19,1
1050,4,142,631,3.521126761,23,18,6,3,5,28,1
1051,5,97,398,3.226804124,13,14,1,1,5,18,2
1052,2,279,1251,3.53046595,38,45,15,16,19,45,4
1053,7,194,794,3.268041237,24,31,4,13,4,25,2
1054,15,238,967,3.159663866,34,33,16,5,13,38,0
1055,2,121,559,3.710743802,14,21,5,2,6,18,0
1056,20,258,1098,3.434108527,33,35,12,7,11,43,0
1057,28,517,2219,3.433268859,78,68,26,25,34,66,0
1058,9,106,452,3.452830189,18,21,3,4,3,15,1
1059,8,112,493,3.517857143,18,17,4,3,4,23,0
1060,21,243,1000,3.29218107,32,37,11,10,11,30,2
1061,13,182,790,3.521978022,27,33,12,5,7,17,3
1062,15,195,842,3.451282051,24,31,9,4,10,23,0
1063,6,201,878,3.467661692,23,28,15,12,11,35,3
1064,1,6,23,3.166666667,1,1,0,0,0,1,0
1065,9,116,489,3.327586207,21,14,7,4,6,16,0
1066,9,159,702,3.496855346,26,25,13,6,4,19,0
1067,27,476,2028,3.399159664,59,78,12,16,33,68,2
1068,11,201,900,3.532338308,25,38,14,9,10,21,1
1069,5,111,476,3.378378378,19,14,6,2,4,24,0
1070,18,249,1124,3.662650602,40,31,19,9,2,27,1
1071,10,117,490,3.341880342,12,13,8,5,6,14,0
1072,15,167,706,3.359281437,27,23,3,7,13,36,0
1073,12,162,572,2.975308642,14,11,3,2,2,12,1
1074,1,57,257,3.561403509,6,7,4,1,5,10,0
1075,7,150,616,3.2,28,21,5,6,17,25,1
1076,18,236,1052,3.618644068,29,37,7,8,15,35,2
1077,5,187,795,3.411764706,28,22,11,4,17,27,0
1078,10,179,811,3.648044693,25,25,14,7,12,20,0
1079,31,426,1857,3.502347418,67,73,9,18,10,54,0
1080,13,398,1734,3.427135678,68,65,16,25,13,72,3
1081,33,509,2113,3.294695481,70,67,25,21,22,88,1
1082,7,71,298,3.323943662,14,11,3,3,0,20,0
1083,4,165,731,3.581818182,10,24,8,5,8,20,0
1084,19,336,1492,3.5625,51,62,11,13,18,48,6
1085,8,172,751,3.453488372,24,21,6,7,9,39,0
1086,2,160,703,3.36875,22,30,8,11,15,29,1
1087,6,150,689,3.666666667,24,27,11,7,5,28,2
1088,17,252,1141,3.662698413,30,27,18,7,10,42,0
1089,11,224,916,3.299107143,29,36,4,6,12,29,1
1090,4,209,876,3.244019139,31,29,9,9,8,50,0
1091,2,81,362,3.530864198,11,9,4,0,3,15,3
1092,3,251,1210,3.868525896,43,41,15,14,13,46,5
1093,13,255,1047,3.254901961,45,24,6,9,19,47,2
1094,6,91,409,3.593406593,15,11,5,8,5,13,0
1095,5,92,414,3.619565217,12,16,7,5,2,18,0
1096,16,344,1510,3.543604651,41,45,18,14,20,52,1
1097,17,325,1234,3.012307692,48,33,18,10,14,42,2
1098,26,303,1238,3.250825083,37,37,9,7,14,49,2
1099,21,392,1634,3.375,51,52,20,19,20,55,1
1100,11,209,871,3.263157895,33,29,13,9,8,36,1
1101,7,136,589,3.448529412,22,18,6,5,2,21,3
1102,6,93,391,3.333333333,11,17,2,5,4,14,0
1103,6,199,806,3.140703518,29,25,7,9,10,41,1
1104,9,133,555,3.353383459,23,21,3,5,6,21,2
1105,19,238,1053,3.617647059,38,27,14,8,17,32,1
1106,10,142,602,3.38028169,21,23,2,6,5,23,1
1107,13,234,1071,3.735042735,42,35,10,11,4,43,1
1108,5,153,725,3.836601307,29,19,4,9,11,24,0
1109,8,127,442,2.700787402,20,6,3,3,9,24,1
1110,1,36,176,3.916666667,7,7,0,1,3,7,1
1111,11,143,635,3.587412587,22,20,2,6,6,16,2
1112,38,526,2137,3.258555133,68,72,27,15,31,73,2
1113,16,190,742,3.094736842,37,15,5,6,10,35,1
1114,5,35,141,3.314285714,6,2,0,1,2,8,0
1115,3,93,391,3.311827957,17,13,4,8,5,13,0
1116,28,360,1467,3.269444444,49,34,25,11,23,75,0
1117,10,150,604,3.266666667,16,17,5,6,8,10,0
1118,12,182,826,3.653846154,17,31,11,6,10,18,0
1119,6,79,356,3.670886076,5,12,7,2,3,6,1
1120,5,140,592,3.335714286,24,19,8,8,5,31,1
1121,10,215,908,3.311627907,34,32,7,17,11,42,1
1122,12,291,1257,3.457044674,44,33,24,16,21,52,2
1123,12,190,836,3.563157895,29,22,6,8,7,36,2
1124,10,122,489,3.172131148,19,25,2,1,3,13,0
1125,25,291,1152,3.216494845,47,30,11,8,14,43,1
1126,3,122,492,3.139344262,17,18,3,7,11,21,0
1127,6,130,466,2.830769231,25,13,4,1,9,27,1
1128,21,282,1087,3.085106383,40,36,9,11,12,44,2
1129,11,161,697,3.440993789,21,27,7,5,11,21,1
1130,7,148,749,4.162162162,18,22,13,8,5,20,1
1131,9,203,890,3.487684729,27,36,8,8,9,29,0
1132,13,120,527,3.566666667,15,18,1,2,10,16,0
1133,8,100,440,3.51,10,18,5,5,5,13,0
1134,3,158,653,3.291139241,20,23,2,9,11,28,0
1135,13,151,668,3.536423841,23,11,9,1,21,25,1
1136,6,110,459,3.3,13,18,3,2,5,15,0
1137,14,140,629,3.614285714,20,25,4,5,8,29,0
1138,2,118,520,3.491525424,21,21,3,1,1,22,0
1139,7,237,1042,3.455696203,37,37,7,18,12,35,1
1140,11,242,1087,3.623966942,26,43,14,9,14,45,0
1141,16,251,1127,3.665338645,34,39,15,8,10,25,1
1142,7,62,229,2.919354839,5,12,2,0,1,6,0
1143,12,142,581,3.232394366,18,19,9,4,9,24,1
1144,11,231,923,3.177489177,33,28,10,4,5,28,2
1145,14,219,1054,3.926940639,32,40,11,8,12,33,0
1146,10,177,745,3.316384181,26,29,12,11,9,24,0
1147,22,368,1513,3.296195652,52,47,15,19,17,60,1
1148,8,98,430,3.510204082,16,7,7,4,5,20,0
1149,11,121,508,3.305785124,19,18,5,2,1,23,0
1150,11,192,807,3.307291667,31,33,6,8,10,26,1
1151,8,97,449,3.855670103,12,11,4,2,3,10,1
1152,3,150,591,3.08,23,29,3,7,3,24,1
1153,17,418,1864,3.552631579,81,69,10,21,24,68,6
1154,19,306,1427,3.758169935,40,63,9,11,16,50,1
1155,14,206,796,3.087378641,24,25,4,2,9,30,1
1156,11,261,1189,3.636015326,45,37,11,17,21,37,1
1157,12,229,910,3.100436681,36,30,8,10,21,34,3
1158,15,170,694,3.217647059,23,23,11,4,9,21,1
1159,7,107,438,3.214953271,17,9,2,6,12,21,0
1160,4,101,465,3.732673267,16,13,4,5,1,11,0
1161,5,59,227,2.915254237,9,8,4,2,0,16,0
1162,30,522,2180,3.365900383,62,56,27,25,32,75,0
1163,9,144,697,3.916666667,24,23,4,5,11,20,1
1164,7,105,432,3.228571429,14,16,7,4,6,18,0
1165,8,125,540,3.456,21,16,5,7,9,17,0
1166,3,79,352,3.569620253,14,5,5,5,10,15,1
1167,7,103,465,3.650485437,15,15,8,1,2,13,1
1168,1,99,418,3.232323232,22,11,4,8,5,16,0
1169,1,46,211,3.673913043,9,3,3,4,0,10,0
1170,4,138,656,3.797101449,21,19,6,7,5,38,4
1171,4,150,662,3.473333333,27,26,2,9,9,20,0
1172,3,55,249,3.581818182,8,6,6,2,3,12,1
1173,20,223,887,3.251121076,28,27,10,6,8,23,1
1174,16,252,1075,3.353174603,42,27,16,5,13,47,0
1175,18,198,860,3.454545455,29,28,15,8,12,27,1
1176,10,219,1037,3.867579909,32,34,10,5,9,31,3
1177,24,433,1919,3.595842956,51,58,20,21,18,66,2
1178,9,140,601,3.4,15,26,9,7,6,22,0
1179,11,176,785,3.659090909,23,21,11,12,3,17,0
1180,9,127,505,3.11023622,20,20,4,3,3,19,1
1181,13,246,1174,3.910569106,37,46,15,8,15,26,0
1182,22,297,1306,3.518518519,40,42,25,17,18,48,2
1183,8,93,408,3.505376344,18,11,2,2,6,17,0
1184,12,409,1626,3.268948655,44,44,14,16,18,39,1
1185,2,84,351,3.333333333,9,15,4,3,6,8,0
1186,26,319,1337,3.360501567,35,49,15,9,24,31,2
1187,5,102,414,3.196078431,12,16,3,2,7,11,0
1188,16,293,1186,3.197952218,46,28,8,15,19,60,1
1189,7,119,495,3.226890756,19,13,7,7,8,23,1
1190,8,133,587,3.533834586,17,19,1,5,9,20,0
1191,15,147,535,2.816326531,21,21,3,4,10,32,1
1192,7,107,492,3.757009346,9,25,9,7,3,5,0
1193,18,214,930,3.476635514,29,36,6,8,14,33,1
1194,32,432,1732,3.150462963,68,44,16,15,15,109,1
1195,11,177,745,3.372881356,18,26,9,5,11,21,1
1196,9,252,1126,3.547619048,39,44,12,14,13,46,1
1197,2,104,426,3.182692308,20,16,3,2,8,24,0
1198,6,136,576,3.375,15,20,4,5,10,21,0
1199,14,163,684,3.36196319,22,28,11,4,12,20,0
1200,2,82,403,3.975609756,9,16,8,0,7,7,0
1201,11,202,888,3.534653465,25,40,5,10,6,32,1
1202,12,219,987,3.625570776,24,28,14,10,8,34,0
1203,5,100,394,3.12,11,9,4,2,6,15,1
1204,7,153,669,3.444444444,26,17,9,3,14,30,0
1205,14,152,694,3.730263158,21,16,7,3,4,25,0
1206,8,76,314,3.315789474,12,10,3,3,8,11,1
1207,8,144,640,3.583333333,16,24,5,6,9,17,0
1208,17,193,808,3.341968912,17,28,14,5,12,29,3
1209,25,449,1899,3.414253898,56,55,29,19,18,62,1
1210,12,127,513,3.157480315,22,8,6,1,9,23,1
1211,12,176,695,3.198863636,21,21,6,3,7,32,0
1212,6,143,666,3.734265734,16,30,9,10,8,22,0
1213,3,63,241,2.936507937,11,6,3,3,5,12,0
1214,20,226,896,3.194690265,32,23,9,11,6,28,0
1215,3,43,186,3.395348837,4,6,3,1,2,5,0
1216,8,142,673,3.85915493,24,17,12,8,6,25,1
1217,5,90,387,3.488888889,13,9,3,2,4,14,2
1218,6,73,314,3.506849315,10,9,4,0,11,14,0
1219,8,176,765,3.482954545,28,19,6,11,19,27,0
1220,20,312,1336,3.371794872,53,42,12,17,25,54,0
1221,8,125,553,3.576,22,21,3,4,10,18,0
1222,17,255,1051,3.254901961,35,40,12,4,15,37,1
1223,14,148,599,3.162162162,27,16,9,3,1,24,3
1224,34,423,1650,3.120567376,52,55,12,5,20,46,2
1225,9,122,514,3.368852459,14,9,7,3,6,23,2
1226,15,185,772,3.454054054,23,30,13,8,10,10,2
1227,17,219,834,3,29,26,9,4,21,36,0
1228,11,181,774,3.419889503,22,22,9,9,9,28,1
1229,19,324,1297,3.194444444,51,37,9,18,30,51,0
1230,11,247,1032,3.344129555,24,34,6,10,24,32,1
1231,25,470,2092,3.619148936,62,62,18,18,20,72,0
1232,14,242,1057,3.516528926,30,36,15,10,21,38,4
1233,18,251,1117,3.553784861,51,41,9,8,20,33,1
1234,11,223,990,3.538116592,34,44,11,10,9,43,0
1235,14,278,1241,3.737410072,30,30,12,7,10,23,2
1236,24,308,1282,3.321428571,44,34,13,9,21,52,0
1237,9,109,451,3.311926606,13,14,5,2,9,15,1
1238,11,132,586,3.583333333,23,18,8,2,4,16,0
1239,20,257,1120,3.513618677,34,42,15,9,14,36,1
1240,14,178,772,3.488764045,28,26,8,5,11,27,1
1241,15,278,1166,3.431654676,31,46,10,11,9,13,0
1242,13,175,701,3.142857143,20,33,8,12,2,29,0
1243,20,274,1195,3.474452555,41,34,8,13,32,45,0
1244,8,274,1174,3.335766423,39,35,16,4,16,60,0
1245,34,369,1504,3.346883469,54,32,4,13,7,39,0
1246,26,352,1442,3.232954545,45,37,16,8,33,57,2
1247,10,121,533,3.58677686,17,13,10,3,4,13,1
1248,13,254,1171,3.696850394,39,34,15,13,19,37,2
1249,21,467,1991,3.376873662,81,54,13,22,29,79,3
1250,12,152,645,3.394736842,20,13,12,4,13,20,0
1251,10,221,926,3.325791855,22,28,5,9,8,35,1
1252,3,46,188,3.217391304,9,7,1,1,5,7,0
1253,1,125,528,3.352,16,20,7,7,1,16,0
1254,2,60,229,3.066666667,4,4,0,2,3,7,0
1255,18,312,1272,3.243589744,47,28,19,12,26,43,1
1256,13,245,1038,3.408163265,27,39,5,7,4,30,3
1257,4,160,690,3.38125,24,23,7,7,9,31,2
1258,5,134,552,3.194029851,20,16,11,6,1,23,5
1259,7,103,427,3.300970874,13,10,8,3,4,16,1
1260,15,300,1209,3.15,45,38,12,14,18,47,2
1261,5,102,438,3.421568627,15,15,2,5,8,18,0
1262,25,364,1413,3.07967033,39,51,15,16,11,55,1
1263,14,141,515,2.843971631,14,19,4,3,5,20,0
1264,2,108,449,3.25,10,9,5,6,13,20,0
1265,7,202,820,3.202970297,32,26,7,9,9,22,2
1266,23,234,872,2.961538462,27,26,12,7,14,35,1
1267,16,238,943,3.138655462,39,24,8,9,8,41,1
1268,12,282,1172,3.265957447,34,32,22,13,16,43,3
1269,17,204,864,3.382352941,38,18,6,10,19,31,0
1270,22,249,988,3.176706827,31,16,12,2,20,39,0
1271,22,260,1127,3.461538462,38,31,22,12,8,28,1
1272,12,247,1049,3.348178138,35,35,11,8,10,40,2
1273,25,307,1338,3.530944625,37,33,18,9,22,46,0
1274,9,243,893,2.909465021,36,24,7,9,8,39,2
1275,23,379,1586,3.37994723,53,48,22,14,21,56,2
1276,24,207,835,3.198067633,31,31,19,6,9,36,1
1277,5,116,551,3.818965517,17,20,0,4,12,15,0
1278,2,125,541,3.424,19,23,3,2,5,16,1
1279,8,134,597,3.597014925,25,24,4,3,6,22,0
1280,16,298,1305,3.473154362,48,30,15,10,20,65,0
1281,6,140,640,3.664285714,19,17,11,8,6,31,2
1282,23,291,1189,3.223367698,55,29,8,11,29,47,0
1283,14,158,593,2.886075949,10,22,1,7,11,25,7
1284,6,132,521,3.136363636,7,19,8,5,4,14,0
1285,11,155,666,3.483870968,21,17,11,5,5,20,0
1286,14,130,438,2.661538462,15,11,4,4,4,19,0
1287,23,287,1288,3.571428571,38,41,19,13,18,39,1
1288,9,149,640,3.389261745,18,15,11,6,17,33,0
1289,27,240,917,3.083333333,34,23,11,2,20,45,1
1290,10,159,671,3.333333333,23,31,6,7,10,23,3
1291,13,171,741,3.467836257,28,32,5,9,8,24,1
1292,18,320,1405,3.496875,43,39,20,13,11,56,3
1293,14,298,1281,3.446308725,51,31,6,8,13,35,1
1294,13,239,988,3.263598326,26,35,9,7,9,39,3
1295,6,157,640,3.229299363,28,17,8,12,13,21,0
1296,20,301,1292,3.388704319,45,39,12,9,14,72,2
1297,22,416,1749,3.389423077,70,59,20,18,17,60,0
1298,21,408,1753,3.504901961,48,55,26,17,15,52,4
1299,10,193,853,3.544041451,37,28,2,11,15,27,0
1300,10,285,1138,3.249122807,40,32,13,11,13,39,0
1301,12,240,1008,3.458333333,35,26,9,10,14,24,0
1302,9,149,634,3.416107383,11,26,9,9,10,22,0
1303,14,255,1110,3.501960784,28,41,13,8,20,29,1
1304,11,155,625,3.180645161,25,28,9,1,4,26,0
1305,38,413,1698,3.249394673,68,59,13,16,26,60,1
1306,5,168,699,3.244047619,29,25,7,9,14,24,1
1307,11,127,532,3.299212598,19,17,6,1,10,22,0
1308,42,487,2060,3.470225873,63,64,18,18,23,53,0
1309,7,77,321,3.285714286,10,8,4,2,8,8,1
1310,12,187,762,3.22459893,24,22,11,7,11,30,0
1311,7,125,575,3.752,18,22,3,2,5,24,0
1312,8,143,726,4.216783217,24,12,13,10,7,13,0
1313,16,171,675,3.093567251,35,24,3,4,5,36,1
1314,13,230,903,3.12173913,33,17,11,10,15,35,0
1315,7,98,434,3.612244898,17,9,6,1,5,15,3
1316,12,210,881,3.304761905,40,26,2,6,16,35,0
1317,19,224,935,3.357142857,25,36,12,4,8,24,0
1318,5,121,508,3.347107438,15,18,3,5,5,16,0
1319,14,235,888,2.94893617,33,29,10,3,13,43,0
1320,8,170,731,3.411764706,27,28,9,5,7,30,0
1321,11,200,860,3.46,28,31,8,7,12,33,1
1322,12,189,808,3.46031746,25,23,15,5,10,22,0
1323,9,220,925,3.259090909,38,31,7,18,8,49,1
1324,17,193,811,3.305699482,32,26,10,6,11,31,3
1325,2,261,1043,3.103448276,64,24,8,12,14,66,7
1326,10,154,626,3.162337662,20,18,7,11,4,33,2
1327,19,265,1208,3.705660377,46,42,10,13,13,40,1
1328,12,157,770,4.025477707,21,25,8,6,10,17,1
1329,7,83,383,3.722891566,13,11,4,1,5,16,0
1330,11,193,861,3.564766839,36,31,1,9,3,34,1
1331,7,106,483,3.70754717,10,11,11,2,7,19,1
1332,10,126,517,3.285714286,17,16,10,5,7,21,0
1333,11,214,920,3.425233645,28,37,10,4,9,32,1
1334,12,131,589,3.610687023,19,18,8,3,5,22,0
1335,6,70,309,3.528571429,8,11,6,0,4,10,1
1336,23,375,1592,3.44,43,43,20,10,23,47,5
1337,35,539,2267,3.46567718,80,78,11,13,14,60,5
1338,33,532,1983,3.041353383,56,44,26,15,26,71,0
1339,34,268,893,2.626865672,23,23,10,8,5,37,0
1340,11,249,1100,3.550200803,33,25,5,5,19,40,2
1341,5,104,482,3.721153846,19,11,3,2,8,22,3
1342,15,156,570,2.884615385,17,16,6,5,7,25,1
1343,7,134,564,3.402985075,19,10,9,6,8,23,2
1344,3,162,672,3.209876543,17,18,9,19,4,31,0
1345,5,65,251,3.123076923,6,8,5,0,0,8,0
1346,6,164,652,3.12195122,23,17,11,10,10,32,0
1347,12,191,787,3.314136126,23,29,6,7,6,29,1
1348,7,75,287,3.013333333,9,10,2,0,5,10,1
1349,13,168,703,3.25,26,24,8,8,8,26,2
1350,6,140,591,3.285714286,25,14,7,11,9,25,1
1351,12,126,543,3.388888889,15,14,9,5,4,23,1
1352,8,74,257,2.72972973,8,5,4,3,6,13,1
1353,4,106,445,3.311320755,17,19,5,2,4,20,0
1354,3,67,281,3.313432836,10,11,3,2,2,11,2
1355,19,243,1033,3.440329218,41,31,12,9,19,33,0
1356,6,123,498,3.162601626,21,15,4,4,3,21,2
1357,7,187,759,3.165775401,32,18,8,14,11,34,3
1358,17,239,968,3.209205021,29,37,11,3,12,38,2
1359,11,230,982,3.473913043,26,36,13,7,15,31,0
1360,14,262,1160,3.541984733,33,52,8,14,15,33,2
1361,7,178,690,3.04494382,25,20,9,3,8,36,3
1362,8,101,388,3.04950495,10,9,11,1,5,12,0
1363,4,174,643,2.925287356,28,11,5,5,17,33,3
1364,2,123,542,3.479674797,14,20,4,6,8,20,1
1365,7,150,681,3.593333333,23,23,7,10,6,24,2
1366,26,404,1780,3.589108911,42,56,16,6,14,56,2
1367,8,238,989,3.31092437,38,24,11,7,19,42,1
1368,11,159,714,3.578616352,29,23,4,7,9,28,0
1369,6,108,453,3.268518519,17,14,3,2,2,24,1
1370,18,347,1464,3.400576369,48,47,12,15,21,46,3
1371,2,151,678,3.556291391,18,34,6,13,4,25,0
1372,3,42,179,3.357142857,3,7,4,0,5,7,0
1373,7,104,427,3.288461538,12,14,5,4,13,16,0
1374,26,239,992,3.334728033,31,43,11,2,17,39,0
1375,17,220,951,3.468181818,30,25,14,9,14,35,1
1376,2,43,173,3.186046512,7,9,1,1,0,7,0
1377,6,152,672,3.657894737,21,24,2,4,7,16,1
1378,26,414,1916,3.729468599,65,62,15,23,25,51,2
1379,4,144,585,3.215277778,16,15,6,4,8,22,1
1380,7,98,421,3.408163265,17,18,3,3,5,14,0
1381,2,49,215,3.448979592,10,7,1,2,1,11,0
1382,18,293,1320,3.627986348,49,44,9,7,13,45,1
1383,18,355,1516,3.371830986,45,43,21,11,24,68,1
1384,8,189,786,3.306878307,32,22,4,11,15,37,1
1385,7,82,353,3.487804878,13,11,5,1,1,15,0
1386,24,291,1225,3.340206186,41,38,19,6,18,57,0
1387,9,207,943,3.714975845,24,30,11,5,11,28,1
1388,15,234,1016,3.534188034,34,33,15,7,9,30,0
1389,20,229,918,3.144104803,31,30,16,1,11,40,3
1390,4,74,307,3.256756757,12,6,3,3,4,16,0
1391,4,39,189,3.974358974,2,6,5,5,2,4,0
1392,21,263,1046,3.133079848,39,30,5,4,14,45,0
1393,3,61,288,3.786885246,8,10,2,3,2,10,0
1394,6,75,306,3.266666667,8,14,2,3,6,11,2
1395,8,122,543,3.540983607,17,14,9,6,7,17,0
1396,3,52,224,3.442307692,9,6,2,2,0,11,0
1397,4,72,271,3.013888889,8,8,1,2,6,7,0
1398,21,342,1394,3.447368421,41,31,12,7,23,21,1
1399,14,300,1239,3.24,45,52,6,17,14,43,2
1400,13,224,903,3.214285714,26,30,12,4,14,34,1
1401,30,323,1351,3.393188854,45,32,17,4,24,44,0
1402,8,155,674,3.541935484,23,27,6,4,5,20,2
1403,2,260,1277,3.95,39,41,11,6,27,37,1
1404,6,75,304,3.2,9,6,5,5,4,9,0
1405,8,119,528,3.605042017,15,14,8,4,8,15,0
1406,24,329,1462,3.547112462,44,39,28,11,23,59,0
1407,9,108,456,3.351851852,15,18,4,3,5,15,1
1408,9,181,776,3.464088398,18,22,9,5,11,13,0
1409,7,219,931,3.342465753,20,32,13,10,18,33,0
1410,4,89,352,3.08988764,13,11,1,6,11,13,2
1411,12,167,696,3.449101796,28,21,5,4,6,24,0
1412,6,160,741,3.74375,25,34,11,9,4,20,1
1413,1,59,247,3.203389831,7,11,3,1,1,8,0
1414,7,118,478,3.186440678,19,13,6,1,5,22,1
1415,32,590,2609,3.574576271,76,100,29,14,30,68,2
1416,11,220,950,3.409090909,37,32,10,12,10,40,0
1417,11,149,580,3.067114094,20,14,10,6,14,24,0
1418,2,72,322,3.458333333,10,12,4,7,1,9,2
1419,5,75,369,4.066666667,7,14,5,1,7,7,0
1420,6,98,411,3.367346939,13,14,3,2,3,17,0
1421,12,185,768,3.254054054,28,23,11,6,7,23,0
1422,11,322,1337,3.304347826,28,59,8,9,19,34,2
1423,7,109,463,3.330275229,15,17,3,6,4,15,0
1424,4,147,695,3.802721088,25,25,9,8,5,22,0
1425,16,190,797,3.326315789,26,38,8,6,6,27,1
1426,11,198,850,3.414141414,36,16,11,9,17,37,2
1427,5,116,538,3.74137931,12,22,9,5,4,15,0
1428,13,292,1242,3.345890411,51,32,8,17,27,62,2
1429,2,73,306,3.219178082,15,6,2,7,5,17,1
1430,13,204,932,3.671568627,29,33,12,9,11,30,0
1431,13,352,1551,3.534090909,49,56,11,11,18,55,1
1432,19,337,1497,3.620178042,47,48,10,17,23,28,0
1433,7,132,618,3.78030303,19,17,11,5,7,21,1
1434,10,159,697,3.452830189,19,23,12,11,10,24,0
1435,8,147,562,3.108843537,12,20,8,4,9,19,0
1436,10,218,1004,3.770642202,27,23,13,9,11,26,1
1437,6,100,425,3.35,15,9,9,2,5,26,0
1438,25,452,1913,3.42920354,59,56,20,13,17,50,0
1439,10,234,957,3.213675214,32,34,6,10,18,36,0
1440,12,136,607,3.602941176,17,16,9,4,11,23,1
1441,5,57,270,3.824561404,9,7,1,0,3,12,2
1442,9,164,753,3.756097561,16,27,6,7,3,16,0
1443,28,436,1823,3.314220183,61,53,23,15,19,58,0
1444,11,82,309,2.951219512,10,10,3,0,3,15,0
1445,18,240,927,3.116666667,29,22,8,11,9,24,4
1446,7,70,287,3.228571429,11,10,3,1,4,15,0
1447,10,220,907,3.268181818,27,32,9,8,8,27,1
1448,7,115,475,3.330434783,15,18,3,10,4,13,0
1449,12,246,1013,3.219512195,42,32,7,10,10,45,2
1450,7,88,357,3.238636364,8,12,2,0,0,22,0
1451,19,297,1108,3.026936027,35,33,8,4,14,32,2
1452,3,69,324,3.826086957,7,12,5,2,4,10,0
1453,8,248,1074,3.379032258,35,29,13,16,21,42,1
1454,6,128,525,3.203125,17,20,5,4,8,18,1
1455,8,167,717,3.425149701,26,19,13,7,4,30,0
1456,6,79,296,2.974683544,8,12,3,5,7,13,2
1457,43,514,2186,3.53307393,59,57,21,20,25,28,2
1458,8,177,773,3.548022599,20,28,7,8,8,19,1
1459,19,226,936,3.314159292,26,23,16,7,13,36,0
1460,27,242,862,2.826446281,28,25,8,15,17,30,1
