,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Avg_Sentence_Length,Syllable_Count,Difficult_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Spelling_Mistakes_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Semantic_Similarity,Total Score_Domain1,Total Score_Domain2
439,14,450,2203,3.922222222,32.14285714,540,40,67,87,13,11,12,63,21,13,0,4,0,0,1,0,0.395585358,3,2
440,40,961,4497,3.773152966,24.025,889,69,130,125,53,32,42,102,33,39,0,62,1,0,3,2,0.398834676,5,4
441,11,503,2347,3.821073559,45.72727273,479,49,63,74,29,12,19,69,7,11,0,18,0,0,3,3,0.442028672,2,3
442,28,587,2949,4.064735945,20.96428571,713,51,73,119,43,17,16,68,11,27,0,23,0,0,1,3,0.382843405,4,3
443,20,493,2500,4.180527383,24.65,606,77,55,98,31,15,20,39,5,19,0,21,1,0,0,1,0.475110859,4,4
444,14,240,1127,3.658333333,17.14285714,265,21,39,31,13,11,15,46,11,13,0,0,0,0,0,0,0.250613987,2,2
445,6,120,600,4.1,20,145,18,16,31,9,2,4,12,4,6,0,2,0,0,0,0,0.414913505,2,2
446,24,600,2949,3.998333333,25,694,81,78,97,22,32,28,80,3,21,0,25,3,0,0,1,0.336516798,4,4
447,28,369,1856,4.092140921,13.17857143,461,43,54,57,21,5,18,51,4,28,0,2,0,0,0,0,0.263127118,4,4
448,1,67,354,4.298507463,67,82,6,12,13,5,2,1,11,1,0,0,0,0,0,0,2,0,1,1
449,24,317,1446,3.67192429,13.20833333,333,28,42,38,12,8,18,55,11,19,1,14,3,0,0,0,0.275105715,4,3
450,39,570,2994,4.321052632,14.61538462,741,88,67,107,35,9,28,64,5,36,0,13,3,0,0,2,0.24538444,6,4
451,29,423,1983,3.401891253,14.5862069,400,13,48,68,16,7,12,43,12,27,0,9,2,0,5,3,0.376544684,2,2
452,15,332,1542,3.75,22.13333333,370,30,41,60,20,19,16,36,12,12,0,11,2,0,0,0,0.308934212,3,3
453,19,336,1742,4.154761905,17.68421053,426,51,31,72,21,12,10,23,6,19,0,2,0,0,0,2,0.465269685,3,3
454,31,479,2038,3.352818372,15.4516129,463,30,58,73,30,17,26,67,11,27,5,13,4,0,1,4,0.271835715,4,3
455,15,369,1824,3.967479675,24.6,443,29,44,55,21,18,24,43,3,13,0,6,1,0,0,1,0.479230314,3,3
456,4,176,840,3.892045455,44,198,26,22,30,13,4,9,19,3,4,0,5,0,0,1,0,0.332097441,2,3
457,18,295,1397,3.786440678,16.38888889,310,18,40,51,17,14,11,43,15,18,0,4,0,0,0,1,0.314600319,2,2
458,19,361,1781,4.019390582,19,425,40,57,69,27,13,7,51,10,18,0,20,0,0,0,1,0.284267873,4,4
459,11,184,876,3.869565217,16.72727273,212,30,28,27,8,9,8,18,14,11,0,10,0,0,0,1,0.433363974,3,3
460,7,344,1743,4.063953488,49.14285714,424,23,56,37,23,26,31,60,11,6,0,3,0,0,0,4,0.573350012,3,3
461,14,263,1278,3.88973384,18.78571429,311,28,36,54,22,9,11,32,7,14,0,7,0,0,1,2,0.301820368,3,4
462,29,605,3034,4.105785124,20.86206897,728,82,71,115,27,23,35,61,10,26,0,29,2,0,0,3,0.3161847,4,4
463,15,344,1737,4.072674419,22.93333333,415,37,37,58,19,18,29,33,4,14,0,14,0,0,0,1,0.425771445,2,3
464,21,379,1803,3.807387863,18.04761905,415,42,35,62,16,13,9,39,0,19,0,22,1,0,64,1,0.218932301,4,3
465,40,644,3042,3.852484472,16.1,694,84,97,98,54,24,26,73,7,35,1,32,3,0,2,0,0.282894552,4,4
466,15,400,1969,3.9925,26.66666667,476,46,47,74,26,13,14,47,1,15,0,23,0,0,0,0,0.347202837,4,4
467,17,405,2085,4.217283951,23.82352941,510,46,72,52,17,15,29,69,14,16,0,4,1,0,0,0,0.33075282,4,4
468,21,476,2394,4.086134454,22.66666667,597,71,58,69,35,25,29,80,5,17,0,13,4,0,0,0,0.235622361,4,4
469,46,669,3021,3.659192825,14.54347826,692,83,94,86,41,25,27,85,10,43,0,26,2,0,0,2,0.310038686,4,4
470,22,427,2255,4.231850117,19.40909091,552,72,59,80,21,17,16,51,5,21,0,18,0,0,0,2,0.256535769,3,3
471,26,519,2651,4.146435453,19.96153846,652,55,75,87,42,22,24,66,10,26,0,3,0,0,1,3,0.364757627,4,3
472,13,344,1644,3.880813953,26.46153846,358,37,38,59,23,11,12,30,15,12,0,6,0,0,1,1,0.35803625,3,3
473,21,352,1763,4.065340909,16.76190476,428,44,34,66,20,6,12,43,3,20,0,14,1,0,0,0,0.342444897,4,4
474,22,471,2254,3.857749469,21.40909091,538,53,70,77,29,22,20,55,6,20,0,12,1,0,0,3,0.356259018,3,3
475,15,417,2080,4.045563549,27.8,500,43,60,68,22,15,23,64,6,13,0,13,1,0,0,0,0.390765607,4,4
476,8,143,728,4.20979021,17.875,180,18,20,23,10,5,6,20,2,8,0,6,0,0,1,0,0.278638214,2,3
477,22,398,2033,4.188442211,18.09090909,489,46,55,64,21,9,20,38,18,21,0,11,0,0,0,1,0.335404128,3,3
478,16,327,1648,4.116207951,20.4375,393,40,50,56,19,14,23,44,13,14,0,11,1,0,1,3,0.316146493,3,3
479,12,314,1589,4.181528662,26.16666667,362,44,42,44,18,20,23,33,8,11,0,10,0,0,1,0,0.396199793,3,3
480,20,515,2492,3.858252427,25.75,577,32,95,56,11,25,29,98,6,18,1,1,0,0,0,2,0.222462878,4,3
481,20,400,1909,3.8,20,464,33,58,58,14,6,15,59,7,20,0,3,0,0,0,4,0.408284485,3,3
482,28,602,2891,3.943521595,21.5,695,87,70,116,26,29,20,42,16,26,0,32,1,0,0,0,0.344995946,4,4
483,13,229,1076,3.868995633,17.61538462,276,29,28,41,20,3,12,34,5,12,1,13,1,0,2,1,0.315264702,3,3
484,16,375,1784,3.792,23.4375,408,26,61,51,10,28,22,71,8,14,0,12,1,0,0,0,0.3463265,3,2
485,13,201,1083,4.432835821,15.46153846,271,31,30,40,16,4,2,27,5,13,0,5,0,0,0,0,0.314641953,3,4
486,40,623,3013,3.926163724,15.575,713,61,92,125,34,12,22,59,18,33,0,23,6,0,0,1,0.434080333,4,4
487,11,210,1061,4.10952381,19.09090909,251,26,24,39,9,7,6,24,9,10,0,8,0,0,0,0,0.319078624,3,3
488,18,298,1452,3.996644295,16.55555556,335,41,34,49,13,11,11,32,8,13,0,11,4,0,0,0,0.36111328,3,3
489,33,581,2903,4.08605852,17.60606061,714,60,100,83,37,16,30,89,23,29,0,12,4,0,0,0,0.309961796,4,4
490,18,421,2142,4.168646081,23.38888889,511,53,38,88,43,15,17,29,2,18,0,25,0,0,0,1,0.423626572,4,4
491,23,550,2687,3.96,23.91304348,610,64,63,102,42,20,13,57,14,20,0,31,2,0,0,2,0.400078565,4,4
492,36,640,3162,3.8609375,17.77777778,703,68,103,118,35,22,27,78,19,33,1,13,2,0,1,1,0.354478359,4,4
493,19,405,1897,3.787654321,21.31578947,444,45,40,64,30,7,23,54,6,13,0,22,5,0,0,0,0.246169329,3,3
494,10,229,1186,4.126637555,22.9,273,28,31,47,14,5,14,25,11,9,0,3,0,0,0,0,0.376367539,3,2
495,3,41,224,4.585365854,13.66666667,56,12,8,14,4,0,3,1,4,3,0,0,0,0,1,0,0.544067442,2,2
496,37,565,2818,4.095575221,15.27027027,686,57,77,107,40,17,15,71,6,34,0,38,2,0,0,5,0.354897052,4,4
497,10,220,1050,3.85,22,254,33,27,42,12,4,11,28,7,9,0,20,0,0,2,1,0.3383376,2,3
498,19,485,2549,4.315463918,25.52631579,651,58,57,104,37,12,19,37,12,19,0,17,0,0,0,3,0.644191861,3,4
499,11,441,2228,4.024943311,40.09090909,512,29,61,80,28,24,11,63,16,10,0,8,0,0,4,3,0.412985563,3,2
500,23,433,2125,3.935334873,18.82608696,498,35,70,77,30,13,21,52,5,23,0,8,0,0,0,0,0.427805424,2,3
501,12,198,989,4.050505051,16.5,246,29,28,33,12,5,5,25,6,11,0,5,1,0,1,0,0.369997621,3,3
502,14,317,1621,4.126182965,22.64285714,396,37,33,58,26,17,7,41,6,13,0,8,1,0,0,3,0.365209579,3,3
503,12,290,1463,4.086206897,24.16666667,342,32,37,57,17,9,21,30,5,11,0,9,0,0,0,0,0.49429512,4,4
504,12,305,1577,4.219672131,25.41666667,373,34,34,64,22,11,10,21,2,11,0,15,1,0,2,6,0.521201551,3,3
505,24,521,2656,4.172744722,21.70833333,641,56,76,95,32,21,26,66,7,23,0,22,0,0,0,1,0.366488963,4,4
506,11,255,1311,4.168627451,23.18181818,308,34,48,44,11,9,11,36,9,10,0,6,0,0,1,2,0.290652424,3,3
507,27,562,2874,4.199288256,20.81481481,687,74,72,96,36,20,17,56,19,26,0,12,0,0,1,1,0.356745601,4,4
508,5,113,570,4.097345133,22.6,146,16,15,13,7,4,8,19,1,4,0,0,0,0,1,0,0.472798377,1,3
509,45,571,2793,3.989492119,12.68888889,688,78,77,85,43,14,19,79,16,44,0,16,1,0,3,1,0.31147936,4,4
510,17,402,1965,3.960199005,23.64705882,474,44,51,71,17,10,24,42,6,17,0,28,0,0,0,0,0.366199106,3,2
511,11,221,1150,4.280542986,20.09090909,277,30,27,38,15,11,2,32,2,7,0,11,3,0,0,0,0.349199206,3,3
512,13,366,1797,3.994535519,28.15384615,429,30,49,70,15,7,17,36,16,12,0,15,1,0,0,1,0.460119575,4,3
513,6,120,582,3.908333333,20,139,12,21,12,4,4,11,27,3,6,0,3,0,0,0,0,0.410125732,2,2
514,28,767,3556,3.684485007,27.39285714,851,66,92,130,35,19,25,89,18,26,0,37,2,0,1,3,0.354205698,4,2
515,6,97,462,3.886597938,16.16666667,108,10,17,20,3,5,5,14,3,6,0,5,0,0,0,0,0.377943188,2,2
516,21,328,1645,3.756097561,15.61904762,357,30,52,42,14,12,17,45,12,18,1,4,2,0,2,0,0.201100156,2,2
517,20,362,1696,3.790055249,18.1,407,32,45,62,16,16,15,42,3,19,0,27,0,0,0,0,0.293461382,4,4
518,16,420,2085,3.914285714,26.25,506,50,57,62,31,6,16,62,12,15,0,29,0,0,0,1,0.290936768,4,3
519,18,408,1911,3.769607843,22.66666667,439,25,61,64,16,10,16,65,7,18,0,5,0,0,2,0,0.376874924,3,3
520,13,386,1923,4.007772021,29.69230769,447,39,54,86,7,8,14,38,6,12,0,10,0,0,0,0,0.584884346,4,4
521,7,465,2503,4.391397849,66.42857143,578,34,44,128,24,58,1,43,8,5,0,17,1,0,1,7,0.83066988,2,2
522,1,183,896,3.923497268,183,219,16,39,24,11,10,12,37,3,1,0,1,0,0,0,1,0,2,2
523,20,471,2300,3.961783439,23.55,543,64,64,80,14,18,13,63,9,20,0,17,0,0,4,1,0.323681265,4,4
524,19,377,1797,3.840848806,19.84210526,439,38,60,49,14,16,24,51,7,18,0,8,1,0,0,1,0.35988003,3,3
525,12,205,1105,4.43902439,17.08333333,294,36,24,30,15,3,9,26,4,12,0,4,0,0,0,0,0.393914789,3,3
526,22,392,1743,3.507653061,17.81818182,429,25,67,40,15,11,27,85,15,21,0,8,1,0,0,0,0.278864413,4,3
527,11,220,1039,3.795454545,20,248,18,33,29,9,10,13,33,17,9,0,2,1,0,1,0,0.225725025,3,2
528,21,403,2006,4.039702233,19.19047619,503,36,57,61,21,13,16,64,6,20,0,14,0,0,0,0,0.296580553,4,4
529,24,394,1962,4.045685279,16.41666667,459,42,57,70,24,19,14,54,8,21,0,3,3,0,1,1,0.379557312,4,4
530,22,416,2027,3.951923077,18.90909091,487,58,51,66,25,8,12,53,2,16,0,12,6,0,0,3,0.22336486,3,3
531,41,732,3403,3.81284153,17.85365854,815,74,99,132,30,21,31,86,14,37,0,67,3,0,0,1,0.24870272,5,4
532,1,306,1535,4.094771242,306,350,35,43,75,11,11,2,36,20,1,0,7,0,0,7,2,0,3,2
533,18,399,1930,3.90726817,22.16666667,453,30,43,72,39,24,11,46,2,14,1,12,2,0,0,3,0.348352551,3,3
534,18,486,2482,4.146090535,27,601,69,66,82,27,18,28,61,9,15,0,15,2,0,1,2,0.27174592,4,3
535,24,358,1707,3.843575419,14.91666667,405,48,44,57,19,9,25,51,3,21,0,19,2,0,1,1,0.329281092,3,3
536,7,425,2184,4.129411765,60.71428571,525,51,58,64,21,10,16,60,7,6,0,7,0,0,0,1,0.418131083,4,3
537,14,311,1598,4.218649518,22.21428571,393,52,42,60,20,10,9,25,7,12,0,13,1,0,1,1,0.292622536,3,4
538,30,593,2990,4.069139966,19.76666667,706,65,90,112,27,12,40,59,11,29,0,16,1,0,0,0,0.474317461,4,3
539,8,108,544,4.101851852,13.5,124,11,14,19,7,5,2,15,2,5,0,4,2,0,0,0,0.249975458,2,4
540,19,409,2091,4.171149144,21.52631579,508,46,61,65,33,15,24,57,15,18,0,7,0,0,0,0,0.291780591,4,4
541,34,588,2784,3.773809524,17.29411765,671,52,95,79,34,18,21,109,20,30,0,7,3,0,0,1,0.335988343,4,3
542,9,571,3045,4.376532399,63.44444444,794,91,72,112,30,25,20,67,15,7,0,22,1,0,3,0,0.617532253,4,4
543,19,367,1813,4.024523161,19.31578947,443,50,50,64,22,14,7,43,3,19,0,17,0,0,0,2,0.433768868,4,4
544,22,318,1596,4.122641509,14.45454545,386,47,38,62,20,14,14,38,1,21,0,9,1,0,0,6,0.205781579,3,3
545,24,631,2996,3.855784469,26.29166667,713,57,79,120,39,30,20,63,12,21,1,31,1,0,1,2,0.305670083,4,4
546,21,375,1839,3.96,17.85714286,428,48,46,67,22,18,10,30,2,19,0,21,2,0,0,1,0.387775809,4,4
547,18,454,2373,4.268722467,25.22222222,571,55,77,86,23,13,15,51,15,18,0,6,0,0,3,3,0.458526164,3,3
548,15,329,1579,3.835866261,21.93333333,368,20,51,53,16,16,15,60,5,13,1,5,1,0,1,2,0.338415086,3,3
549,16,459,2175,3.803921569,28.6875,512,34,75,71,21,30,19,64,9,15,0,9,0,0,1,0,0.410996318,4,3
550,26,572,2872,4.118881119,22,676,48,82,95,35,18,36,77,20,24,0,24,1,0,0,2,0.381192178,4,4
551,30,525,2692,4.192380952,17.5,644,50,64,94,34,26,15,52,0,29,0,13,0,0,0,0,0.398600549,4,4
552,20,499,2466,4.04008016,24.95,588,62,74,94,23,20,21,58,10,17,0,32,2,0,0,2,0.375770032,4,4
553,25,684,3368,4.033625731,27.36,790,87,75,135,43,24,33,52,11,22,0,40,2,0,1,2,0.414176077,4,4
554,12,285,1487,4.270175439,23.75,363,34,36,41,18,6,17,37,1,11,0,17,0,0,0,0,0.512978792,3,3
555,14,338,1779,4.284023669,24.14285714,407,49,44,65,21,21,13,41,3,13,0,4,1,0,0,4,0.352427512,4,4
556,14,457,2268,3.986870897,32.64285714,540,34,68,60,15,22,23,76,7,14,0,12,0,0,1,0,0.469185472,3,4
557,19,451,2096,3.67405765,23.73684211,485,30,65,70,16,31,26,65,12,18,0,2,0,0,0,7,0.335876346,3,3
558,16,275,1359,3.992727273,17.1875,335,32,43,41,14,7,10,43,3,15,0,6,1,0,0,0,0.420000911,3,4
559,34,630,3335,4.365079365,18.52941176,806,71,81,130,28,23,18,68,4,33,0,24,1,0,1,3,0.334863067,4,4
560,18,412,2086,3.973300971,22.88888889,479,45,60,66,29,15,23,53,21,17,0,5,1,0,4,1,0.407463193,3,3
561,37,964,4902,4.160788382,26.05405405,1229,118,111,187,56,28,40,78,4,35,0,38,1,2,0,0,0.450608939,4,4
562,27,461,2224,3.90021692,17.07407407,545,54,77,75,14,14,20,68,17,23,0,5,4,0,2,0,0.406655788,3,3
563,34,492,2246,3.62398374,14.47058824,484,28,63,65,24,11,22,72,12,30,0,12,4,0,3,2,0.261585414,4,3
564,22,559,2599,3.769230769,25.40909091,588,43,85,107,23,25,16,61,16,21,1,36,0,0,1,2,0.455022871,4,3
565,7,247,1143,3.655870445,35.28571429,266,17,28,38,9,10,10,36,4,7,0,9,0,0,1,1,0.429951668,3,3
566,3,385,1912,4.109090909,128.3333333,481,48,63,65,15,16,10,66,11,2,1,27,0,0,0,1,0.755615354,4,4
567,30,697,3130,3.549497848,23.23333333,722,58,108,100,36,36,35,103,8,28,0,72,1,0,7,2,0.345786631,4,3
568,47,899,4415,4.021134594,19.12765957,1101,127,134,164,40,34,29,108,3,46,3,57,0,0,1,0,0.341815919,4,4
569,21,405,1978,3.930864198,19.28571429,434,40,46,67,30,16,24,39,11,21,0,12,0,0,3,2,0.312415063,4,3
570,22,391,1994,4.15601023,17.77272727,493,50,57,63,22,9,17,48,3,21,0,9,1,0,0,0,0.272002637,3,4
571,13,377,1838,3.936339523,29,405,33,34,68,27,18,6,34,8,12,1,8,1,0,3,1,0.411625296,4,3
572,35,630,2977,3.815873016,18,711,69,92,90,22,15,40,99,8,27,1,28,6,0,0,2,0.298691571,4,4
573,26,779,3771,3.871630295,29.96153846,966,81,108,117,42,28,34,113,11,26,0,18,0,0,0,1,0.333637506,3,3
574,20,378,1850,3.928571429,18.9,448,46,52,60,28,17,18,50,7,16,0,11,3,0,0,0,0.340810686,3,3
575,13,286,1473,4.188811189,22,350,30,46,48,11,9,17,44,7,12,0,10,1,0,0,0,0.388875604,3,3
576,21,372,1876,4.053763441,17.71428571,475,26,56,48,21,8,22,56,2,20,0,1,0,0,0,2,0.410833985,3,4
577,25,605,2871,3.814876033,24.2,714,59,81,91,15,26,28,99,12,20,0,20,5,0,1,0,0.302801728,4,4
578,5,86,397,3.662790698,17.2,93,11,16,12,1,4,3,15,6,4,0,6,0,0,0,1,0.210779309,1,2
579,19,367,1916,4.291553134,19.31578947,477,42,40,69,28,14,15,51,12,18,0,10,1,0,0,0,0.402108282,3,3
580,11,340,1669,3.958823529,30.90909091,402,27,53,40,14,10,22,64,14,9,0,8,1,0,0,6,0.363002807,3,3
581,51,799,3644,3.655819775,15.66666667,839,59,98,127,37,24,46,127,25,50,0,35,0,0,9,14,0.241670176,3,2
582,28,483,2290,3.838509317,17.25,532,50,71,80,20,13,15,62,18,25,1,15,1,0,2,1,0.340155751,3,3
583,13,285,1455,4.18245614,21.92307692,358,33,45,46,16,9,5,38,8,11,0,8,1,0,0,0,0.349943042,3,3
584,15,340,1644,3.897058824,22.66666667,399,31,45,55,28,14,20,48,14,15,0,21,0,0,1,0,0.336975336,3,3
585,29,461,2185,3.796095445,15.89655172,516,53,62,67,11,14,23,72,14,27,0,17,1,0,1,2,0.27488026,3,4
586,21,388,1921,3.989690722,18.47619048,455,54,53,77,30,15,9,36,4,20,0,16,0,0,0,1,0.347704172,4,4
587,22,495,2445,4.044444444,22.5,536,54,68,61,20,14,27,76,17,18,0,15,4,0,1,2,0.279232085,4,3
588,15,410,2012,3.968292683,27.33333333,484,46,56,85,24,21,12,45,16,13,0,22,1,0,0,2,0.409418136,4,4
589,27,478,2390,4.046025105,17.7037037,550,35,64,96,28,12,9,57,11,25,0,5,1,0,1,0,0.402827591,4,3
590,20,388,1904,4.00257732,19.4,463,49,61,73,21,15,8,46,11,17,0,12,2,0,0,1,0.33880952,5,4
591,22,439,2176,4.08428246,19.95454545,520,56,66,76,23,25,19,55,8,22,0,24,0,0,0,1,0.374818265,3,4
592,38,618,3090,4.056634304,16.26315789,772,89,80,104,39,13,30,59,1,36,0,22,2,0,0,1,0.371646404,5,4
593,19,414,1876,3.620772947,21.78947368,420,33,54,71,18,10,19,40,5,17,0,20,1,0,2,4,0.323504925,4,4
594,1,298,1447,3.855704698,298,344,24,51,57,21,11,8,52,6,0,0,0,0,0,0,1,0,2,1
595,28,502,2569,4.11752988,17.92857143,609,57,84,82,21,22,26,80,2,27,0,5,1,0,0,1,0.296064615,4,4
596,19,356,1838,4.252808989,18.73684211,426,60,48,61,23,10,13,39,6,18,0,12,1,0,1,0,0.275513202,4,4
597,31,1019,5020,3.942100098,32.87096774,1198,82,146,157,44,45,60,121,15,30,0,13,0,0,8,0,0.428787529,3,3
598,11,261,1283,3.888888889,23.72727273,303,35,34,39,17,12,15,45,7,9,0,9,2,0,1,2,0.250159085,3,3
599,19,429,2133,4.055944056,22.57894737,493,50,66,78,21,20,24,59,5,18,0,20,0,0,0,3,0.3907682,4,4
600,26,423,1991,3.796690307,16.26923077,486,41,49,70,28,4,13,52,13,24,0,15,1,0,0,2,0.218437314,4,3
601,31,616,2968,3.915584416,19.87096774,694,75,75,114,32,27,20,66,13,28,1,27,2,0,4,0,0.313881189,4,4
602,16,286,1425,4.017482517,17.875,319,29,45,59,15,14,8,42,7,15,0,2,0,0,1,0,0.555931807,3,2
603,24,458,2214,3.860262009,19.08333333,527,41,70,86,28,29,22,73,10,24,0,4,0,0,3,1,0.258739024,3,2
604,3,173,923,4.352601156,57.66666667,224,27,35,27,7,12,15,28,6,1,0,0,1,0,0,1,0.274001956,3,3
605,13,317,1485,3.769716088,24.38461538,345,30,39,34,22,12,5,60,2,12,0,8,0,0,2,3,0.355542183,3,3
606,17,271,1369,4.062730627,15.94117647,319,35,30,50,12,3,8,20,1,16,0,11,0,0,2,0,0.334897816,4,4
607,18,375,1679,3.530666667,20.83333333,393,24,48,57,18,19,14,61,10,17,0,13,1,0,0,1,0.275914848,3,3
608,15,361,1864,3.775623269,24.06666667,404,32,62,42,16,14,14,52,3,8,0,11,7,0,0,2,0.244301796,3,3
609,3,175,864,3.971428571,58.33333333,203,19,26,28,14,9,9,22,6,3,0,0,0,0,0,0,0.332882404,3,2
610,13,255,1115,3.4,19.61538462,255,12,38,39,14,3,3,39,13,13,0,0,0,0,3,3,0.328102887,2,2
611,30,621,3046,3.958132045,20.7,728,88,84,92,35,15,20,58,4,29,1,25,0,0,0,0,0.341608644,4,4
612,19,580,2804,3.893103448,30.52631579,666,41,121,68,18,26,24,103,32,18,0,16,1,0,9,3,0.360022157,2,2
613,29,549,2717,4.041894353,18.93103448,636,59,63,84,32,20,18,72,10,25,0,13,3,0,0,0,0.335810691,3,4
614,14,304,1575,4.226973684,21.71428571,365,39,35,55,23,9,15,28,9,13,0,6,0,0,0,2,0.242743239,3,3
615,20,453,2180,3.880794702,22.65,521,44,53,74,27,18,13,65,5,17,0,24,3,0,1,2,0.387319207,4,3
616,30,780,4001,4.13974359,26,924,52,95,168,58,28,27,78,44,27,0,23,2,0,0,3,0.464491814,4,4
617,29,545,2629,3.948623853,18.79310345,585,60,78,98,24,18,18,47,7,25,0,26,3,0,1,0,0.417737305,4,4
618,42,786,3600,3.65648855,18.71428571,829,62,116,135,39,31,32,112,17,30,4,14,9,0,0,2,0.270703584,4,4
619,10,174,828,3.75862069,17.4,186,12,22,34,8,2,8,12,1,10,0,3,0,0,0,0,0.479950637,2,3
620,16,327,1625,4.018348624,20.4375,399,33,46,60,18,11,7,38,2,15,0,7,1,0,0,1,0.485017329,3,3
621,13,372,1810,3.89516129,28.61538462,441,32,53,50,19,26,25,70,10,11,0,6,1,0,0,14,0.388508707,3,2
622,21,396,1886,3.810606061,18.85714286,438,32,60,55,16,10,28,61,2,20,0,10,1,0,0,0,0.436697662,4,4
623,28,614,3162,4.232899023,21.92857143,768,96,73,120,49,18,36,27,7,27,0,28,1,0,0,1,0.439759195,4,4
624,7,279,1390,3.910394265,39.85714286,328,24,39,56,6,9,6,31,7,7,0,1,0,0,2,2,0.582424343,3,3
625,13,247,1069,3.352226721,19,274,11,33,30,5,5,15,41,0,12,0,4,0,0,0,0,0.533847034,2,2
626,6,241,1186,3.87966805,40.16666667,288,16,33,47,14,8,10,27,7,5,0,0,0,0,0,0,0.642191529,3,2
627,32,828,3991,3.88647343,25.875,985,91,97,164,40,32,37,82,8,27,0,37,4,0,0,1,0.405487001,3,3
628,23,420,1989,3.797619048,18.26086957,475,42,60,72,26,21,14,57,6,22,0,18,0,0,0,1,0.287769943,4,4
629,27,642,3463,4.462616822,23.77777778,874,117,71,129,54,28,24,45,5,26,0,21,1,0,0,2,0.45853737,4,4
630,21,490,2402,3.971428571,23.33333333,590,32,67,61,35,19,16,94,5,13,0,21,9,0,0,1,0.444662482,4,4
631,45,641,3021,3.815912637,14.24444444,698,62,87,94,38,29,30,87,15,40,0,26,4,0,0,6,0.305830896,4,4
632,11,261,1188,3.685823755,23.72727273,272,30,29,37,18,9,10,39,7,9,0,15,1,0,0,0,0.354539275,3,4
633,8,152,708,3.651315789,19,160,9,23,21,6,3,7,33,7,6,0,0,1,0,0,3,0.31484437,2,2
634,16,350,1770,4.08,21.875,434,44,46,62,15,12,8,41,2,13,0,14,2,0,1,0,0.445070565,4,3
635,31,482,2317,3.890041494,15.5483871,575,66,58,84,18,10,30,54,12,29,1,20,0,0,0,1,0.299559653,4,4
636,24,565,2824,4.02300885,23.54166667,671,65,87,87,26,24,17,102,22,19,0,9,4,0,0,2,0.365154147,4,4
637,20,409,2031,4.048899756,20.45,480,42,68,85,23,10,19,61,8,20,0,4,0,0,0,1,0.464533061,4,3
638,13,377,1862,3.954907162,29,451,33,39,65,23,17,18,45,4,12,0,12,0,0,10,0,0.481625706,4,4
639,12,283,1321,3.752650177,23.58333333,305,32,41,54,7,12,9,24,1,11,0,16,1,0,0,0,0.294163346,3,4
640,20,435,1972,3.565517241,21.75,463,38,69,83,31,24,14,57,31,19,0,2,1,0,3,1,0.348851234,4,2
641,27,484,2502,4.239669421,17.92592593,621,67,71,83,23,4,18,58,1,27,0,15,0,0,0,0,0.285946757,4,4
642,35,668,3241,3.904191617,19.08571429,758,71,91,112,34,18,50,71,13,34,0,42,0,0,3,4,0.38778007,4,4
643,21,470,2257,3.904255319,22.38095238,532,53,46,78,22,16,22,48,13,18,1,13,2,0,1,3,0.317199081,4,4
644,23,675,2971,3.53037037,29.34782609,644,36,94,60,28,30,40,110,9,13,1,35,9,0,0,1,0.283417493,5,4
645,10,209,1051,4.086124402,20.9,254,25,30,35,18,9,3,26,2,9,0,5,0,0,0,0,0.357139468,3,3
646,21,413,2018,4.016949153,19.66666667,463,44,54,89,19,20,11,32,2,18,0,39,3,0,0,0,0.39188683,4,4
647,24,349,1586,3.659025788,14.54166667,361,31,46,64,18,5,15,42,13,22,0,10,2,0,0,1,0.309693605,3,4
648,21,605,2970,4.024793388,28.80952381,659,81,61,107,27,16,14,41,3,20,0,15,0,0,0,0,0.409139812,5,4
649,14,405,2131,4.303703704,28.92857143,510,41,53,65,25,14,18,57,7,13,0,5,1,0,0,2,0.436407715,4,3
650,34,671,3239,3.883755589,19.73529412,784,64,95,122,32,19,28,81,2,32,0,26,2,0,0,2,0.376189649,4,4
651,13,367,1845,4.073569482,28.23076923,450,46,51,56,31,15,13,48,15,13,0,15,0,0,0,1,0.340013534,4,3
652,14,291,1492,4.199312715,20.78571429,351,47,39,57,19,5,5,28,5,12,0,11,2,0,0,0,0.450886995,3,4
653,13,335,1680,4.050746269,25.76923077,415,44,42,56,28,11,15,35,3,11,0,16,1,0,1,0,0.483055979,3,3
654,9,195,930,3.753846154,21.66666667,216,11,24,35,12,2,9,26,4,9,0,2,0,0,0,1,0.282305658,3,3
655,13,270,1435,4.32962963,20.76923077,349,25,31,53,16,10,7,31,11,12,0,1,1,0,1,0,0.287422568,3,3
656,5,215,1103,4.125581395,43,266,28,25,36,12,8,5,27,16,5,0,4,0,0,2,0,0.490377784,3,3
657,10,278,1433,4.176258993,27.8,351,21,42,36,21,11,12,46,11,8,0,3,2,0,1,1,0.548702359,3,3
658,25,647,2988,3.675425039,25.88,684,44,82,127,22,23,20,71,13,25,0,4,0,0,1,1,0.512492001,4,4
659,19,508,2506,3.976377953,26.73684211,618,43,72,93,22,21,21,60,5,18,0,17,1,0,1,2,0.379131526,4,4
660,20,324,1672,4.234567901,16.2,412,39,42,59,25,3,10,30,4,18,0,17,1,0,0,0,0.31072095,4,4
