,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,Punctuation_Errors,Connectivity_Index,Semantic_Similarity,Flesch_Reading_Ease_Score,Flesh_Kincaid_Grade,Dale_Challl_Readability_Score,Lexical_Diversity,Lexical_Density,Lexical_Originality,Total Score
880,24,504,2400,3.920634921,63,76,23,11,22,55,24,0,18,0,0,2,1,3,16.80488756,0.337583721,98.73785714,4.314538201,6.58919127,0.347222222,250,0.000235054,9
881,15,351,1648,3.806267806,53,66,16,14,19,50,15,0,15,0,0,1,1,1,18.45369645,0.315785736,87.39682051,5.164745592,6.281669915,0.384615385,218,0.000181327,8
882,16,464,2202,3.859913793,63,65,24,11,19,74,16,0,7,0,0,1,1,5,14.82414716,0.413665891,80.9487069,7.654469518,6.231925862,0.209051724,255,0.000130287,7
883,25,537,2778,4.286778399,79,110,25,25,22,52,25,0,21,0,2,0,2,0,28.03858267,0.404185057,75.85626369,4.364522944,7.054235747,0.340782123,313,0.000245799,11
884,35,394,2012,4.23857868,60,86,19,9,12,53,35,0,10,0,0,5,2,3,9.515982252,0.369482547,91.05468528,-0.608316285,5.998280682,0.335025381,239,0.000177298,9
885,29,573,2765,3.963350785,76,92,36,17,29,70,14,5,18,10,0,2,0,3,34.97465447,0.368890077,91.40198953,3.564149674,6.517941199,0.326352531,320,0.000251172,10
886,22,356,1732,3.994382022,55,66,12,10,12,43,20,0,11,2,0,0,1,1,9.580877113,0.341139644,93.45315117,1.938805704,6.168921553,0.359550562,198,0.000171925,8
887,23,402,1925,3.92039801,63,75,22,15,22,42,23,0,22,0,0,2,1,0,13.26521583,0.278032899,87.2378488,2.417782968,6.349516266,0.303482587,239,0.000163866,8
888,38,540,2744,4.216666667,78,114,28,9,30,61,27,11,14,0,0,2,2,0,15.50407953,0.350646883,84.31131579,0.726361556,6.768323587,0.37037037,320,0.000268633,9
889,34,541,2713,4.160813309,59,116,41,28,37,42,33,0,27,1,0,0,4,2,15.6624086,0.316983581,88.25757176,1.669494836,6.964965674,0.38077634,323,0.000276692,10
890,15,154,759,4.051948052,22,29,8,1,11,17,15,0,2,0,0,0,0,0,4.928007164,0.344687194,87.64290476,-1.264222222,5.478648745,0.311688312,88,6.45E-05,4
891,21,356,1720,4.008426966,46,76,24,10,13,22,18,2,14,1,0,0,1,1,10.23526536,0.45414108,96.47327715,2.406326531,6.695034724,0.367977528,189,0.000175955,10
892,29,606,3033,4.145214521,72,135,31,19,30,52,26,2,34,1,0,4,1,2,21.88091389,0.321900278,80.9220297,4.030606897,7.356747843,0.346534653,339,0.000282065,10
893,12,268,1365,4.201492537,35,62,19,14,4,26,12,0,13,0,0,0,1,0,15.13759271,0.331913263,77.46965174,4.751213018,6.92419602,0.376865672,160,0.00013566,8
894,37,633,2960,3.849921011,75,109,38,25,26,53,25,6,32,6,0,1,2,0,23.8703651,0.250712067,92.44088638,2.350862184,6.430749366,0.336492891,326,0.000286094,9
895,14,410,1972,3.941463415,55,83,19,7,20,57,13,2,18,0,0,0,2,3,36.88682691,0.396936774,83.22463415,7.717967033,6.629559233,0.304878049,241,0.000167896,8
896,28,417,1936,3.762589928,67,89,14,10,12,59,20,3,10,5,0,0,1,1,22.69745854,0.292128235,96.16335432,1.417490901,5.586888352,0.294964029,251,0.000165209,8
897,22,397,2014,4.204030227,52,80,18,13,24,46,17,2,15,3,0,1,0,3,14.00830183,0.297454774,80.47805759,2.637569482,6.798632631,0.410579345,233,0.000218936,10
898,8,352,1850,4.301136364,65,71,15,15,20,43,6,1,2,1,0,2,4,4,55.47159646,0.287748069,55.46363636,15.40995495,7.568360227,0.332386364,229,0.00015715,8
899,29,537,2506,3.759776536,75,95,26,15,34,81,29,0,9,0,0,0,3,3,25.96316655,0.225045219,90.36402235,2.968253615,6.230988692,0.294227188,326,0.00021222,10
900,20,359,1716,3.877437326,54,54,15,10,6,52,20,0,4,0,0,0,0,3,18.94592943,0.318004668,90.11212883,2.695449761,5.80233532,0.317548747,191,0.000153121,8
901,15,388,1862,3.902061856,61,66,15,30,24,55,15,0,8,0,0,1,1,3,31.19804834,0.290733606,85.29631271,6.248887872,6.669409347,0.384020619,249,0.000200132,8
902,9,203,1001,4.004926108,23,45,14,6,9,21,9,0,3,0,0,0,0,1,25.77473749,0.443597972,78.92042146,4.835555556,6.93318659,0.413793103,118,0.000112826,6
903,30,541,2773,4.22181146,82,105,34,15,34,51,28,0,12,2,0,1,2,0,32.68530491,0.28421858,80.47460474,2.631494935,6.428088269,0.323475046,321,0.000235054,11
904,19,409,1982,3.990220049,60,89,15,15,15,44,17,0,25,1,0,1,0,1,18.45075532,0.435603559,83.01072835,4.318926017,6.673129469,0.366748166,238,0.000201475,9
905,26,596,2977,4.166107383,65,114,37,11,28,46,26,0,12,0,0,8,2,1,24.53867446,0.40623799,87.32847961,4.952861357,6.919440991,0.293624161,300,0.000235054,10
906,33,544,2578,3.911764706,50,101,32,19,39,47,22,5,15,5,0,1,0,4,16.59692366,0.269337058,102.7036141,2.473882239,6.485949955,0.332720588,286,0.000243113,10
907,23,480,2229,3.78125,59,83,20,11,15,67,21,0,15,1,0,1,3,3,22.2666388,0.306004345,95.9411413,4.16857094,6.250630435,0.314583333,255,0.000202818,8
908,15,237,1125,3.827004219,36,41,13,7,13,36,13,2,0,0,0,0,1,3,15.53626607,0.301264584,89.77774684,1.649978799,6.618787595,0.400843882,146,0.000127601,8
909,34,627,3141,4.153110048,82,129,44,24,42,58,34,0,24,0,0,1,4,3,31.25357218,0.445806682,82.73825851,2.841768848,6.188104203,0.274322169,379,0.000231024,10
910,32,646,3413,4.385448916,99,141,39,21,26,54,32,0,25,0,0,1,3,3,30.51813855,0.368782878,70.9691457,3.799627909,7.277614241,0.348297214,380,0.000302212,10
911,20,426,2113,4.05399061,62,67,22,10,29,58,19,1,7,0,0,2,0,1,22.05451557,0.404950708,80.35916197,4.226454545,5.990280469,0.319248826,248,0.00018267,9
912,29,579,2898,4.151986183,72,97,41,20,39,55,26,0,15,2,0,0,0,2,23.43621961,0.323620141,86.4819171,3.596083564,6.3176014,0.335060449,325,0.000260574,10
913,37,614,3129,4.241042345,77,132,42,21,33,57,35,1,24,1,0,2,2,2,24.35680594,0.304252803,83.34588388,1.929101893,6.774087006,0.294788274,362,0.000243113,11
914,9,210,1191,4.766666667,26,62,15,9,8,12,9,0,9,0,0,0,1,0,9.357561183,0.474277049,62.69738095,5.654292085,6.598404762,0.266666667,132,7.52E-05,6
915,40,761,3571,3.817345598,114,123,27,26,46,116,40,0,28,0,0,1,3,5,50.84506636,0.285501033,89.2507748,3.187144796,6.509798344,0.299605782,453,0.000306242,10
916,22,443,2139,3.934537246,63,89,18,7,28,58,19,1,13,2,0,1,5,1,20.92510286,0.315412581,83.84534937,3.663996106,6.239213975,0.367945824,263,0.000218936,11
917,31,497,2420,4.022132797,65,91,23,9,31,58,28,0,23,3,0,0,4,2,18.84386731,0.40371272,91.83388784,1.818153504,6.147313682,0.291750503,277,0.000194759,8
918,20,286,1429,4.115384615,46,64,10,7,13,31,18,0,11,2,0,0,0,0,7.5246282,0.338260829,89.08483566,0.88541404,6.554171608,0.447552448,171,0.000171925,8
919,22,381,1928,4.181102362,50,75,23,14,20,42,21,0,16,1,0,0,0,3,26.2688473,0.323962748,82.89641553,2.287167394,6.733434574,0.364829396,224,0.0001867,8
920,16,229,1182,4.288209607,39,46,10,16,12,23,15,1,7,0,0,0,0,0,9.324442953,0.292031854,83.69471206,0.767406463,6.759718777,0.397379913,146,0.000122228,6
921,17,491,2379,3.963340122,72,92,26,17,30,52,17,0,26,0,0,0,3,5,31.35510397,0.430857331,70.00332215,8.010230015,6.323260225,0.236252546,289,0.000155807,8
922,18,271,1247,3.752767528,35,46,18,4,17,33,13,5,12,0,0,0,1,0,20.62229922,0.365010619,91.65693214,1.336458333,6.422554449,0.398523985,153,0.000145062,7
923,15,241,1191,4.053941909,36,55,18,4,19,24,15,0,4,0,0,0,6,0,16.87791912,0.291058242,91.18376487,1.816763251,6.398966833,0.452282158,156,0.000146405,7
924,18,293,1459,4.105802048,48,53,16,16,17,25,18,0,9,0,0,0,0,0,8.787074102,0.33641085,87.23387467,1.829593838,6.491727607,0.375426621,175,0.000147748,7
925,29,404,2062,4.235148515,46,88,28,9,17,37,29,0,14,0,0,2,1,5,16.08472781,0.371790111,87.15440594,0.646661193,6.828865449,0.381188119,225,0.000206847,10
926,39,491,2291,3.822810591,63,77,21,14,29,72,32,2,16,5,0,1,1,0,13.29611977,0.274733096,96.70610476,0.314513274,6.061847412,0.348268839,276,0.000229681,10
927,19,292,1451,4.058219178,33,62,22,10,14,32,18,1,5,0,0,0,1,1,12.42345397,0.358118892,87.2244088,1.376718956,6.291410671,0.407534247,173,0.000159837,8
928,19,316,1577,4.091772152,37,72,16,12,23,35,15,3,11,1,0,0,0,1,32.32020097,0.473736823,81.7944537,1.932334549,6.610065556,0.392405063,195,0.000166552,8
929,32,716,3313,3.784916201,93,124,47,27,20,69,13,12,39,7,1,1,1,1,40.31774998,0.243401363,92.90761522,4.762791451,6.731076536,0.303072626,380,0.000291467,12
930,17,277,1337,4,38,49,11,2,6,40,17,0,11,0,0,0,0,1,14.01977384,0.274447948,92.25820344,1.956672164,6.496818199,0.36101083,146,0.000134317,8
931,23,396,1972,4.101010101,64,77,22,19,22,44,22,1,17,0,0,2,3,1,11.37981651,0.402498841,82.96843874,2.237480356,6.843033114,0.353535354,248,0.000188043,8
932,25,553,2640,3.918625678,76,88,24,20,35,71,24,0,26,1,0,0,2,1,40.24150186,0.322559744,86.47361591,4.5899375,6.618172796,0.368896926,314,0.000274006,9
933,9,240,1147,3.858333333,33,48,19,10,11,35,9,0,4,0,0,0,4,3,39.85840261,0.416302741,79.65833333,6.688497653,6.538166667,0.495833333,156,0.000159837,7
934,21,575,2821,4.057391304,52,118,40,21,23,53,21,0,51,0,0,0,4,2,53.71944263,0.293907106,79.43602899,7.005013716,7.603377847,0.379130435,307,0.00029281,11
935,28,558,2712,4.016129032,82,110,31,15,33,50,23,0,34,5,0,2,1,0,41.96602839,0.209482282,83.96556452,3.565492192,7.341516283,0.38172043,321,0.000286094,11
936,8,193,926,3.844559585,35,33,13,11,5,24,7,0,0,1,0,2,1,2,13.45619357,0.476285726,79.77610427,5.549978632,6.796623316,0.445595855,121,0.000115512,6
937,15,419,1961,3.77326969,64,60,14,10,15,81,15,0,6,0,0,1,1,4,50.94620276,0.321082413,75.91273827,7.350677165,6.190227224,0.30071599,244,0.000169239,8
938,33,556,2806,4.320143885,64,101,25,15,29,43,27,3,35,3,0,2,0,0,18.29569964,0.374376893,97.37371594,2.392203085,6.602130892,0.325539568,275,0.000243113,12
939,30,542,2649,4.081180812,66,89,33,22,17,60,29,0,35,1,0,0,0,2,21.06633849,0.298132867,91.72242558,2.785483871,6.222311464,0.289667897,287,0.000210877,9
940,21,426,1971,3.772300469,58,80,25,18,20,49,17,2,19,2,0,0,0,2,19.53173147,0.326784015,90.52387324,3.790474215,6.644220724,0.35915493,250,0.000205504,9
941,10,289,1328,3.69550173,41,52,14,20,13,31,10,0,8,0,0,2,4,3,23.72203299,0.166303664,85.5831609,7.516509554,6.435856955,0.387543253,171,0.000150435,8
942,25,306,1445,3.839869281,46,53,19,4,20,46,25,0,6,0,0,1,1,1,9.235270751,0.390256613,93.49963529,-0.00339726,5.53363668,0.284313725,188,0.000116855,8
943,31,521,2364,3.733205374,60,85,21,12,26,42,31,0,16,0,0,0,1,0,25.96445264,0.378633767,108.7488125,3.007982416,5.500541459,0.276391555,246,0.000193416,8
944,36,511,2463,4.003913894,64,98,23,13,20,55,34,0,13,1,0,3,0,1,16.08593328,0.234899521,92.26521227,0.930778237,6.410857556,0.362035225,273,0.000248486,10
945,24,496,2447,4.050403226,68,97,30,21,22,50,23,0,11,1,0,2,0,2,25.89650409,0.365594327,83.86075269,3.91479097,6.921828763,0.344758065,288,0.000229681,9
946,24,394,1887,3.898477157,58,74,16,12,20,48,20,3,7,1,0,2,1,4,21.86805102,0.215429723,93.11827623,2.040840708,6.414497631,0.350253807,228,0.000185357,8
947,27,502,2511,4.111553785,77,99,31,22,34,59,27,0,19,0,0,1,4,4,22.27473499,0.423937142,81.96072967,2.913043632,6.571760322,0.358565737,322,0.00024177,10
948,27,519,2410,3.76300578,76,94,31,19,26,47,27,0,15,0,0,1,0,0,26.43837085,0.201581329,91.31403982,3.315400868,5.806877906,0.289017341,293,0.000201475,7
949,25,458,2282,4.087336245,68,69,30,21,28,60,23,0,14,1,0,0,1,3,20.24094785,0.331155032,84.98386812,2.798378533,6.648206934,0.349344978,276,0.000214906,8
950,26,488,2557,4.399590164,65,101,32,20,32,40,22,2,11,2,0,2,1,3,11.39925115,0.374529064,80.30062421,2.997741935,7.253048108,0.368852459,289,0.00024177,12
951,21,583,2884,4.094339623,66,115,36,20,23,38,15,5,34,0,0,1,5,0,55.53703319,0.364894092,81.14174385,7.127202381,7.207298366,0.322469983,298,0.000252515,10
952,23,370,1788,3.927027027,59,79,15,14,12,36,23,0,2,0,0,0,3,2,21.4210706,0.318147302,86.70025264,1.725000958,6.184115746,0.389189189,215,0.000193416,8
953,32,436,2064,3.889908257,61,83,16,17,21,50,31,0,11,1,0,1,1,2,13.78766492,0.312829673,98.12168005,0.890750895,5.942001835,0.286697248,248,0.000167896,9
954,23,458,2102,3.716157205,58,73,17,19,22,62,22,1,12,0,0,0,2,5,33.5364019,0.268270969,93.89574995,3.687910965,6.313510101,0.325327511,251,0.000200132,9
955,18,300,1458,3.966666667,44,52,9,16,19,35,16,1,6,1,0,0,2,1,10.07045628,0.377494156,85.29633333,1.990112309,6.147433333,0.346666667,175,0.000139689,8
956,23,476,2366,4.159663866,52,71,44,24,25,45,23,0,25,0,0,3,1,1,24.76786956,0.37858817,89.85412313,3.968003221,7.416302667,0.367647059,256,0.000235054,9
957,12,245,1161,3.828571429,38,42,10,9,8,26,12,0,2,0,0,8,1,1,9.496914138,0.323155344,85.28269558,3.800684932,6.518187075,0.351020408,133,0.000115512,7
958,28,415,1943,3.797590361,59,63,22,14,30,48,24,0,8,4,0,1,2,2,29.10228616,0.236875415,92.1059488,1.235386357,6.274052496,0.36626506,236,0.000204161,8
959,28,471,2141,3.66029724,64,85,26,24,17,57,27,1,10,0,0,2,0,10,32.64563523,0.280474424,94.02494427,2.261320692,6.012965999,0.326963907,273,0.000206847,9
960,12,320,1458,3.69375,41,62,12,15,15,37,12,0,8,0,0,0,1,0,25.03881793,0.322463483,90.93833333,6.568095238,6.291447917,0.3375,182,0.000145062,8
961,33,574,2903,4.155052265,81,110,33,22,32,56,24,7,12,2,0,5,3,2,26.8738496,0.275655031,84.53555221,2.340627401,6.589901415,0.339721254,334,0.000261917,11
962,19,390,1772,3.676923077,58,66,26,17,15,38,10,7,8,5,0,2,0,1,32.32093281,0.329234511,92.07309717,3.926070256,6.436041161,0.335897436,219,0.000175955,7
963,15,248,1255,4.14516129,35,59,16,9,13,24,15,0,2,0,0,0,0,2,23.20610606,0.269905388,82.59802151,1.89015873,7.066996882,0.483870968,156,0.00016118,7
964,33,530,2714,4.320754717,67,107,30,20,27,45,31,2,25,0,0,1,2,1,12.97746409,0.39186126,96.19650372,1.976609752,6.399407947,0.303773585,296,0.00021625,11
965,21,377,1877,4.082228117,52,73,20,10,15,55,18,2,13,1,0,0,0,1,17.13548886,0.256635398,85.83667551,2.628814722,7.081818732,0.432360743,225,0.000218936,9
966,24,307,1519,4.081433225,45,55,17,6,19,32,22,2,9,0,0,0,4,3,12.0690901,0.248772532,85.2768655,0.006916244,6.739761455,0.384364821,174,0.000158494,8
967,33,716,3563,4.092178771,82,136,53,18,44,70,32,0,28,0,0,1,2,1,55.81746383,0.255159825,82.1346428,4.402439586,7.42519763,0.368715084,403,0.000354596,11
968,24,372,1892,4.188172043,49,80,20,12,22,34,24,0,8,0,0,0,3,5,13.80342837,0.441411585,80.57669355,1.339598765,6.570058065,0.346774194,217,0.000173268,9
969,26,538,2537,3.808550186,73,91,16,13,14,98,26,0,7,0,0,0,4,2,22.73136523,0.464993179,84.72115528,3.928094868,5.63137006,0.219330855,305,0.000158494,8
970,18,251,1222,3.956175299,37,43,9,10,20,33,18,0,1,0,0,0,2,2,14.23489412,0.361304671,90.21764387,0.739429825,6.026670341,0.402390438,152,0.00013566,6
971,3,61,265,3.491803279,9,10,1,1,2,11,3,0,1,0,0,0,0,0,3.098612289,0.391008139,94.66224044,3.896060606,5.939295628,0.573770492,34,4.70E-05,2
972,15,287,1436,4.101045296,27,74,23,12,16,21,15,0,10,0,0,0,2,1,21.03566427,0.42544052,79.52755865,3.179005464,7.061297305,0.463414634,173,0.000178641,8
973,17,361,1791,4.033240997,58,75,24,9,13,49,17,0,6,0,0,2,2,3,34.9332676,0.304890126,83.80804628,4.1814047,6.308136239,0.354570637,228,0.000171925,8
974,23,293,1381,3.85665529,32,55,20,12,29,27,23,0,8,0,0,1,2,1,9.969897108,0.299562752,95.44539694,0.331176846,5.992865989,0.310580205,175,0.000122228,7
975,12,307,1395,3.749185668,29,40,18,9,18,30,10,1,16,1,0,0,2,0,14.15447085,0.428201288,100.6770372,6.316297251,6.242697177,0.319218241,144,0.00013163,8
976,42,574,2725,3.918118467,76,104,27,19,32,56,32,8,21,2,0,2,3,0,11.38805135,0.285757869,93.1824971,0.701155307,6.212467712,0.332752613,314,0.000256545,10
977,35,568,2649,3.808098592,79,100,39,23,35,50,29,1,10,5,0,2,2,4,29.90882444,0.248374999,96.3795493,2.063012905,5.914799819,0.306338028,326,0.000233711,10
978,14,330,1697,4.227272727,49,71,16,14,7,46,14,0,0,0,0,0,0,6,12.78726853,0.42038238,76.51909091,5.353846816,6.576036797,0.351515152,203,0.000155807,8
979,14,353,1668,3.886685552,51,50,14,10,19,51,9,4,24,1,0,3,1,1,18.6919767,0.350565612,82.2628966,6.000714286,6.676363699,0.362606232,195,0.000171925,8
980,36,672,3231,3.918154762,99,136,40,31,20,59,36,0,10,0,0,1,5,5,23.84816946,0.36844781,90.19547619,3.035223368,5.619732738,0.230654762,385,0.000208191,8
981,29,365,1725,3.876712329,51,70,16,13,16,49,26,1,10,2,0,2,3,1,11.49467147,0.28177017,101.1158904,0.543407,5.645104629,0.356164384,215,0.000174611,8
982,27,486,2299,3.913580247,51,81,35,19,20,57,24,2,36,0,0,1,2,1,15.58540954,0.367611438,89.69092593,2.710923318,6.186275309,0.300411523,263,0.000196102,9
983,41,682,3315,4.001466276,102,118,40,23,41,77,39,1,27,1,0,0,3,0,30.01991075,0.339759588,86.4962095,1.992571211,6.197990609,0.280058651,401,0.000256545,11
984,23,370,1816,4.021621622,60,74,12,9,23,37,23,0,8,0,0,0,2,1,20.43368877,0.314041793,90.35863102,1.804993051,6.568196827,0.413513514,215,0.000205504,8
985,21,347,1697,4.025936599,53,70,11,9,24,39,20,1,16,0,0,1,1,1,15.28147456,0.379193068,90.34748319,2.016961229,5.775706313,0.337175793,206,0.00015715,8
986,21,437,2207,4.18993135,50,88,34,23,22,28,21,0,14,0,0,0,2,4,28.34241729,0.28756842,82.72202899,3.982857143,7.342473891,0.377574371,245,0.000221622,9
987,32,377,1775,3.856763926,47,65,19,7,20,55,29,2,13,1,0,1,0,1,9.44171859,0.270512551,97.26164663,-0.061770833,5.812414987,0.347480106,213,0.000175955,8
988,8,178,909,4.213483146,32,38,7,4,10,17,8,0,4,0,0,0,0,2,14.89676941,0.519115925,74.93664326,4.754673913,6.602965169,0.43258427,108,0.000103424,6
989,4,108,514,3.824074074,19,17,6,7,3,13,4,0,0,0,0,2,0,0,8.292449108,0.387016267,72.89666667,7.040588235,6.730144444,0.5,65,7.25E-05,5
990,25,330,1616,4.009090909,57,66,17,2,18,37,23,1,0,1,0,0,0,2,19.00206847,0.4402242,90.12245455,0.359331017,5.77452303,0.345454545,197,0.000153121,9
991,18,469,2254,3.953091684,55,82,23,6,33,47,17,0,20,1,0,3,2,1,40.84868973,0.366909295,87.31057273,6.315193798,6.342885406,0.336886994,246,0.00021222,9
992,5,139,660,3.848920863,22,20,11,6,12,13,5,0,5,0,0,0,0,1,12.3820328,0.286922067,85.49713669,7.064261438,6.605739712,0.446043165,84,8.33E-05,4
993,15,368,1868,4.152173913,53,78,16,19,12,63,15,0,8,0,0,0,4,0,14.36373409,0.488776654,72.27551449,5.915563941,6.054766377,0.277173913,241,0.000137003,7
994,27,561,2584,3.8057041,65,84,39,11,27,59,26,0,30,1,0,2,2,1,28.59321303,0.386084408,101.8995663,4.347226219,6.355847831,0.290552585,285,0.000218936,10
995,30,571,2924,4.292469352,64,103,41,14,12,38,29,0,16,1,0,0,3,0,21.95700052,0.411210924,91.65592148,3.234910355,6.405667169,0.273204904,272,0.000209534,9
996,36,670,3461,4.291044776,87,152,42,26,32,42,34,2,32,0,0,1,1,1,24.42894574,0.408881426,78.46979685,2.921300461,7.104864842,0.340298507,381,0.000306242,12
997,41,853,4417,4.335287222,98,161,70,32,53,37,39,0,57,2,0,0,2,0,48.990455,0.389267743,73.24864667,4.072843378,7.574670486,0.328253224,450,0.000376086,12
998,24,363,1718,3.818181818,48,65,25,11,13,52,24,0,4,0,0,1,0,3,23.22720897,0.270931035,89.63684401,1.313080664,6.300639394,0.355371901,214,0.000173268,8
999,27,382,1776,3.759162304,55,57,18,12,18,60,26,1,3,0,0,0,1,6,14.4979107,0.350938022,92.15054586,0.90388521,6.032986368,0.35078534,220,0.000179984,8
1000,21,406,2089,4.24137931,67,79,29,15,20,44,21,0,13,0,0,2,1,1,11.04577774,0.403070599,78.23186371,3.283086588,6.423339737,0.315270936,254,0.000171925,9
1001,6,183,957,4.316939891,32,36,11,11,10,20,6,0,4,0,0,0,3,2,28.88652268,0.425887972,67.23815574,8.87393617,7.824108743,0.524590164,120,0.000128944,6
1002,23,308,1477,4,50,66,7,12,12,25,22,1,16,0,0,1,1,3,9.635636636,0.419166684,96.5571118,0.703695652,6.556422981,0.311688312,172,0.000128944,9
1003,31,510,2462,3.980392157,69,96,17,12,18,62,30,1,18,0,0,1,1,2,16.85924148,0.376194209,90.77308349,1.992551026,6.805519608,0.341176471,274,0.000233711,8
1004,27,425,2156,4.207058824,53,90,28,21,25,45,21,3,18,3,1,1,1,0,13.12204514,0.209480181,86.94944227,1.557279693,7.017946623,0.385882353,262,0.000220279,10
1005,15,583,2625,3.641509434,68,68,43,19,53,53,15,0,26,0,0,3,3,1,49.69323805,0.480814427,81.4793299,11.42260811,6.62056454,0.262435678,304,0.000205504,10
1006,27,487,2344,3.938398357,69,77,13,17,37,67,17,3,10,10,0,0,0,6,21.95119185,0.231347591,93.85184273,2.826442406,6.184709932,0.310061602,280,0.000202818,8
1007,6,288,1489,4.246527778,36,77,14,14,23,19,6,0,7,0,2,2,2,2,40.00848217,0.466104656,55.59625,16.83253582,7.333133333,0.291666667,183,0.000112826,8
1008,27,466,2350,4.165236052,64,96,31,17,39,39,26,0,26,1,0,0,6,1,22.87395529,0.381345391,82.20526387,2.252222222,6.898331791,0.371244635,286,0.000232368,8
1009,35,414,2050,4.072463768,52,72,35,2,18,73,35,0,7,0,0,6,4,3,14.26585529,0.260626554,91.63334783,-0.289193777,6.092061877,0.350241546,252,0.000194759,9
1010,19,359,1667,3.704735376,47,73,18,9,14,44,19,0,2,0,0,3,7,0,17.14514203,0.362334788,90.09583932,3.140261887,5.585294546,0.270194986,205,0.000130287,7
1011,27,420,2009,3.988095238,60,64,27,8,15,64,24,1,20,2,0,0,0,1,11.41336175,0.289087117,99.79896825,1.893730684,5.836674603,0.345238095,237,0.000194759,8
1012,36,577,2593,3.622183709,91,76,18,18,38,76,28,4,13,4,0,0,3,3,24.38731807,0.208147541,103.3276374,2.298858543,5.717664953,0.31542461,317,0.000244456,10
1013,20,311,1449,3.781350482,48,50,11,15,10,53,20,0,12,0,0,0,0,1,10.97137951,0.248226285,90.13020659,1.536144205,6.032474534,0.331189711,187,0.000138346,8
1014,25,398,1919,3.927135678,55,70,27,13,12,58,25,0,4,0,0,0,0,3,5.371636716,0.365045428,88.0083608,1.668195445,5.93371994,0.286432161,235,0.000153121,8
1015,32,597,3069,4.316582915,69,121,43,9,34,40,19,10,32,3,0,0,0,0,33.40683655,0.335865736,81.47579067,2.943105443,7.36543459,0.381909548,316,0.000306242,10
1016,24,428,2019,3.843457944,56,70,32,12,24,53,18,6,16,0,0,0,1,2,25.68303517,0.220686853,88.91407321,2.617042079,7.029724922,0.401869159,247,0.000231024,10
1017,12,278,1386,4.04676259,43,54,17,15,12,42,11,1,1,0,0,0,0,6,19.00132619,0.272436976,82.59205635,5.078074018,6.659919185,0.424460432,183,0.000158494,8
1018,22,487,2377,3.981519507,73,100,19,22,18,64,22,0,9,0,0,0,4,1,24.48773646,0.331546694,84.13209399,4.598081771,6.582574519,0.328542094,296,0.000214906,9
1019,35,706,3553,4.172804533,93,148,51,18,37,62,31,0,36,4,0,0,3,1,38.64992528,0.390258014,80.43125496,3.684267615,6.873546766,0.327195467,409,0.000310271,11
1020,17,303,1350,3.547854785,46,52,8,8,10,57,13,0,7,4,0,0,1,5,11.03189565,0.301767051,96.04708794,2.795747697,5.667015706,0.382838284,181,0.000155807,8
1021,29,508,2304,3.716535433,71,76,18,10,20,59,20,7,14,2,0,1,2,3,21.31767821,0.259491146,105.2876772,3.091778981,5.997323676,0.303149606,253,0.000206847,9
1022,17,374,1893,4.176470588,55,77,33,14,21,34,16,1,17,0,0,0,4,3,26.94398035,0.283439785,76.1536631,4.612184699,7.26085508,0.419786096,234,0.000210877,8
1023,37,510,2308,3.717647059,69,84,21,13,22,56,22,9,21,6,0,2,0,1,5.632645057,0.262906492,106.5856359,1.464158004,5.744371754,0.311764706,265,0.000213563,10
1024,29,426,1888,3.617370892,70,53,15,14,27,61,18,8,11,3,0,1,2,4,20.42184769,0.271780282,105.3390845,1.802806074,5.514144455,0.312206573,239,0.000178641,8
1025,38,646,3267,4.193498452,80,125,32,30,52,51,37,0,34,1,0,0,1,1,19.03459418,0.426923186,83.89547988,2.138217244,6.28846161,0.292569659,370,0.000253858,10
1026,23,517,2566,4.085106383,54,106,32,21,22,60,16,2,20,5,0,0,2,1,37.32139287,0.313150883,80.11047431,4.784635399,7.316914969,0.379110251,295,0.00026326,10
1027,11,216,1109,4.222222222,25,39,14,6,14,32,10,1,5,0,0,0,0,2,21.08250578,0.328388512,79.58742424,3.426735236,7.095926599,0.444444444,130,0.000128944,8
1028,27,520,2446,3.823076923,78,84,24,16,39,64,27,0,14,0,0,1,0,1,29.20691962,0.334609449,94.71492877,3.412720172,5.836740028,0.292307692,305,0.000204161,9
1029,23,504,2502,4.103174603,61,97,35,28,26,54,22,0,29,1,0,2,0,3,25.02028022,0.312861651,79.68254658,4.523346087,7.198406798,0.373015873,301,0.000252515,8
1030,39,528,2713,4.284090909,64,118,27,14,31,39,38,0,21,1,0,1,1,1,13.21072872,0.326873064,79.49232517,0.287588152,7.358348601,0.380681818,293,0.000269976,10
1031,16,481,2335,3.925155925,68,81,17,15,24,71,13,0,15,3,0,2,2,2,39.5864658,0.30227387,72.19848558,8.4275,6.834627027,0.340956341,276,0.000220279,8
1032,15,252,1309,4.345238095,32,50,21,7,9,27,15,0,15,0,0,0,0,0,13.33901425,0.286402047,83.02585714,2.028943396,7.853351429,0.496031746,147,0.000167896,8
1033,25,426,2061,4.002347418,65,79,20,13,18,49,24,0,18,1,0,1,3,2,26.8883427,0.262325495,89.25066761,2.242059406,6.483233296,0.373239437,244,0.000213563,9
