,Sent_Count,Word_Count,Char_Count,Avg_Word_Count,Verb_Count,Noun_Count,Adj_Count,Conj_Count,Adverb_Count,pNoun_Count,Count_Fullstops,Count_Exclamation,Count_Comma,Count_Questionmark,Count_Hyphens,Capitalization_Errors,Grammar_Error_Count,,Punctuation_Errors,,Grammar_Error_List,Number_of_Connectors,Connectivity_Index
894,37,633,2960,3.849921011,75,109,38,25,26,53,25,6,32,6,0,1,2,,0,,"['LET_IT_INFINITIVE', 'MD_BASEFORM']",66,23.8703651
895,14,410,1972,3.941463415,55,83,19,7,20,57,13,2,18,0,0,0,2,,3,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'MASS_AGREEMENT']",62,36.88682691
896,28,417,1936,3.762589928,67,89,14,10,12,59,20,3,10,5,0,0,1,,1,,['PRP_HAVE_VB'],33,22.69745854
897,22,397,2014,4.204030227,52,80,18,13,24,46,17,2,15,3,0,1,0,,3,,[],30,14.00830183
898,8,352,1850,4.301136364,65,71,15,15,20,43,6,1,2,1,0,2,4,,4,,"['NEWS_COMPOUNDS', 'A_NNS', 'HOME_COMPOUNDS', 'NEWS_COMPOUNDS']",63,55.47159646
899,29,537,2506,3.759776536,75,95,26,15,34,81,29,0,9,0,0,0,3,,3,,"['DT_DT', 'IT_VBZ', 'WANT_TO_NN']",59,25.96316655
900,20,359,1716,3.877437326,54,54,15,10,6,52,20,0,4,0,0,0,0,,3,,[],43,18.94592943
901,15,388,1862,3.902061856,61,66,15,30,24,55,15,0,8,0,0,1,1,,3,,['NEWS_COMPOUNDS'],62,31.19804834
902,9,203,1001,4.004926108,23,45,14,6,9,21,9,0,3,0,0,0,0,,1,,[],33,25.77473749
903,30,541,2773,4.22181146,82,105,34,15,34,51,28,0,12,2,0,1,2,,0,,"['IT_VBZ', 'TWITTER']",62,32.68530491
904,19,409,1982,3.990220049,60,89,15,15,15,44,17,0,25,1,0,1,0,,1,,[],54,18.45075532
905,26,596,2977,4.166107383,65,114,37,11,28,46,26,0,12,0,0,8,2,,1,,"['THIS_NNS', 'HAVE_PART_AGREEMENT']",62,24.53867446
906,33,544,2578,3.911764706,50,101,32,19,39,47,22,5,15,5,0,1,0,,4,,[],48,16.59692366
907,23,480,2229,3.78125,59,83,20,11,15,67,21,0,15,1,0,1,3,,3,,"['A_NNS', 'MANY_NN', 'PRP_REPITION']",46,22.2666388
908,15,237,1125,3.827004219,36,41,13,7,13,36,13,2,0,0,0,0,1,,3,,['AFFECTS'],29,15.53626607
909,34,627,3141,4.153110048,82,129,44,24,42,58,34,0,24,0,0,1,4,,3,,"['PEOPLE_VBZ', 'PEOPLE_VBZ', 'THERE_S_MANY', 'HAVE_PART_AGREEMENT']",68,31.25357218
910,32,646,3413,4.385448916,99,141,39,21,26,54,32,0,25,0,0,1,3,,3,,"['IT_VBZ', 'ADVERB_OR_HYPHENATED_ADJECTIVE', 'PRP_MD_NN']",72,30.51813855
911,20,426,2113,4.05399061,62,67,22,10,29,58,19,1,7,0,0,2,0,,1,,[],44,22.05451557
912,29,579,2898,4.151986183,72,97,41,20,39,55,26,0,15,2,0,0,0,,2,,[],72,23.43621961
913,37,614,3129,4.241042345,77,132,42,21,33,57,35,1,24,1,0,2,2,,2,,"['HE_VERB_AGR', 'HE_VERB_AGR']",54,24.35680594
914,9,210,1191,4.766666667,26,62,15,9,8,12,9,0,9,0,0,0,1,,0,,['PEOPLE_VBZ'],29,9.357561183
915,40,761,3571,3.817345598,114,123,27,26,46,116,40,0,28,0,0,1,3,,5,,"['PHRASE_REPETITION', 'AM_I', 'ALLOW_TO_DO']",105,50.84506636
916,22,443,2139,3.934537246,63,89,18,7,28,58,19,1,13,2,0,1,5,,1,,"['BALL_COMPOUNDS', 'A_INFINITIVE', 'THE_BEST_WAY', 'TO_NON_BASE', 'THE_SENT_END']",45,20.92510286
917,31,497,2420,4.022132797,65,91,23,9,31,58,28,0,23,3,0,0,4,,2,,"['WANT_TO_NN', 'SOFTWARES', 'THE_PUNCT', 'SOFTWARES']",47,18.84386731
918,20,286,1429,4.115384615,46,64,10,7,13,31,18,0,11,2,0,0,0,,0,,[],27,7.5246282
919,22,381,1928,4.181102362,50,75,23,14,20,42,21,0,16,1,0,0,0,,3,,[],54,26.2688473
920,16,229,1182,4.288209607,39,46,10,16,12,23,15,1,7,0,0,0,0,,0,,[],30,9.324442953
921,17,491,2379,3.963340122,72,92,26,17,30,52,17,0,26,0,0,0,3,,5,,"['PRP_THE', 'THE_THEY', 'THEIR_S']",70,31.35510397
922,18,271,1247,3.752767528,35,46,18,4,17,33,13,5,12,0,0,0,1,,0,,['THE_SENT_END'],26,20.62229922
923,15,241,1191,4.053941909,36,55,18,4,19,24,15,0,4,0,0,0,6,,0,,"['EYE_COMPOUNDS', 'HOME_COMPOUNDS', 'EYE_COMPOUNDS', 'EYE_COMPOUNDS', 'MD_BASEFORM', 'MISSING_TO_BEFORE_A_VERB']",19,16.87791912
924,18,293,1459,4.105802048,48,53,16,16,17,25,18,0,9,0,0,0,0,,0,,[],37,8.787074102
925,29,404,2062,4.235148515,46,88,28,9,17,37,29,0,14,0,0,2,1,,5,,['A_NNS'],39,16.08472781
926,39,491,2291,3.822810591,63,77,21,14,29,72,32,2,16,5,0,1,1,,0,,['A_NNS'],59,13.29611977
927,19,292,1451,4.058219178,33,62,22,10,14,32,18,1,5,0,0,0,1,,1,,['A_NNS'],30,12.42345397
928,19,316,1577,4.091772152,37,72,16,12,23,35,15,3,11,1,0,0,0,,1,,[],46,32.32020097
929,32,716,3313,3.784916201,93,124,47,27,20,69,13,12,39,7,1,1,1,,1,,['DT_RB_IN'],84,40.31774998
930,17,277,1337,4,38,49,11,2,6,40,17,0,11,0,0,0,0,,1,,[],21,14.01977384
931,23,396,1972,4.101010101,64,77,22,19,22,44,22,1,17,0,0,2,3,,1,,"['PRP_THE', 'A_NNS', 'DID_BASEFORM']",45,11.37981651
932,25,553,2640,3.918625678,76,88,24,20,35,71,24,0,26,1,0,0,2,,1,,"['BE_COME', 'NON3PRS_VERB']",61,40.24150186
933,9,240,1147,3.858333333,33,48,19,10,11,35,9,0,4,0,0,0,4,,3,,"['NEWS_COMPOUNDS', 'THERE_S_MANY', 'DOSNT', 'DOES_X_HAS']",38,39.85840261
934,21,575,2821,4.057391304,52,118,40,21,23,53,21,0,51,0,0,0,4,,2,,"['HAVE_PART_AGREEMENT', 'OVER_COMPOUNDS', 'DEPEND_ON', 'HE_VERB_AGR']",71,53.71944263
935,28,558,2712,4.016129032,82,110,31,15,33,50,23,0,34,5,0,2,1,,0,,['FURTHER_MORE_COMPOUND'],57,41.96602839
936,8,193,926,3.844559585,35,33,13,11,5,24,7,0,0,1,0,2,1,,2,,['MISSING_TO_BETWEEN_BE_AND_VB'],30,13.45619357
937,15,419,1961,3.77326969,64,60,14,10,15,81,15,0,6,0,0,1,1,,4,,['I_AM_VB'],33,50.94620276
938,33,556,2806,4.320143885,64,101,25,15,29,43,27,3,35,3,0,2,0,,0,,[],45,18.29569964
939,30,542,2649,4.081180812,66,89,33,22,17,60,29,0,35,1,0,0,0,,2,,[],62,21.06633849
940,21,426,1971,3.772300469,58,80,25,18,20,49,17,2,19,2,0,0,0,,2,,[],50,19.53173147
941,10,289,1328,3.69550173,41,52,14,20,13,31,10,0,8,0,0,2,4,,3,,"['SOME_NN_VBP', 'IF_VB', 'PERS_PRONOUN_AGREEMENT', 'DONT_WHAT']",51,23.72203299
942,25,306,1445,3.839869281,46,53,19,4,20,46,25,0,6,0,0,1,1,,1,,['PEOPLE_VBZ'],20,9.235270751
943,31,521,2364,3.733205374,60,85,21,12,26,42,31,0,16,0,0,0,1,,0,,['BEEN_PART_AGREEMENT'],59,25.96445264
944,36,511,2463,4.003913894,64,98,23,13,20,55,34,0,13,1,0,3,0,,1,,[],65,16.08593328
945,24,496,2447,4.050403226,68,97,30,21,22,50,23,0,11,1,0,2,0,,2,,[],61,25.89650409
946,24,394,1887,3.898477157,58,74,16,12,20,48,20,3,7,1,0,2,1,,4,,['HOME_COMPOUNDS'],50,21.86805102
947,27,502,2511,4.111553785,77,99,31,22,34,59,27,0,19,0,0,1,4,,4,,"['PRP_PAST_PART', 'COUD_T', 'A_NNS', 'TWITTER']",59,22.27473499
948,27,519,2410,3.76300578,76,94,31,19,26,47,27,0,15,0,0,1,0,,0,,[],64,26.43837085
949,25,458,2282,4.087336245,68,69,30,21,28,60,23,0,14,1,0,0,1,,3,,['CAUSE_BECAUSE'],62,20.24094785
950,26,488,2557,4.399590164,65,101,32,20,32,40,22,2,11,2,0,2,1,,3,,['A_NNS'],51,11.39925115
951,21,583,2884,4.094339623,66,115,36,20,23,38,15,5,34,0,0,1,5,,0,,"['FEWER_LESS', 'FEWER_LESS', 'FEWER_LESS', 'FEWER_LESS', 'FEWER_LESS']",60,55.53703319
952,23,370,1788,3.927027027,59,79,15,14,12,36,23,0,2,0,0,0,3,,2,,"['THOUGH_THOUGHT', 'HE_VERB_AGR', 'HE_VERB_AGR']",45,21.4210706
953,32,436,2064,3.889908257,61,83,16,17,21,50,31,0,11,1,0,1,1,,2,,['ARN_T'],38,13.78766492
954,23,458,2102,3.716157205,58,73,17,19,22,62,22,1,12,0,0,0,2,,5,,"['WILL_LIKE_TO', 'MD_BASEFORM']",61,33.5364019
955,18,300,1458,3.966666667,44,52,9,16,19,35,16,1,6,1,0,0,2,,1,,"['YOUR_RE', 'SUPERLATIVE_THAN']",32,10.07045628
956,23,476,2366,4.159663866,52,71,44,24,25,45,23,0,25,0,0,3,1,,1,,['AFFECTS'],62,24.76786956
957,12,245,1161,3.828571429,38,42,10,9,8,26,12,0,2,0,0,8,1,,1,,['DOSNT'],27,9.496914138
958,28,415,1943,3.797590361,59,63,22,14,30,48,24,0,8,4,0,1,2,,2,,"['IT_ITS', 'HAVE_PART_AGREEMENT']",49,29.10228616
959,28,471,2141,3.66029724,64,85,26,24,17,57,27,1,10,0,0,2,0,,10,,[],67,32.64563523
960,12,320,1458,3.69375,41,62,12,15,15,37,12,0,8,0,0,0,1,,0,,['THE_SENT_END'],37,25.03881793
961,33,574,2903,4.155052265,81,110,33,22,32,56,24,7,12,2,0,5,3,,2,,"['PRP_THE', 'GOOGLE_PRODUCTS', 'THIS_NNS']",73,26.8738496
962,19,390,1772,3.676923077,58,66,26,17,15,38,10,7,8,5,0,2,0,,1,,[],53,32.32093281
963,15,248,1255,4.14516129,35,59,16,9,13,24,15,0,2,0,0,0,0,,2,,[],40,23.20610606
964,33,530,2714,4.320754717,67,107,30,20,27,45,31,2,25,0,0,1,2,,1,,"['NON3PRS_VERB', 'COUD_T']",51,12.97746409
965,21,377,1877,4.082228117,52,73,20,10,15,55,18,2,13,1,0,0,0,,1,,[],42,17.13548886
966,24,307,1519,4.081433225,45,55,17,6,19,32,22,2,9,0,0,0,4,,3,,"['ITS_TO_IT_S', 'THIS_NNS', 'THIS_NNS', 'AUXILIARY_DO_WITH_INCORRECT_VERB_FORM']",31,12.0690901
967,33,716,3563,4.092178771,82,136,53,18,44,70,32,0,28,0,0,1,2,,1,,"['PRONOUN_NOUN', 'HE_VERB_AGR']",89,55.81746383
968,24,372,1892,4.188172043,49,80,20,12,22,34,24,0,8,0,0,0,3,,5,,"['IT_IT', 'IT_VBZ', 'PRP_VBG']",51,13.80342837
969,26,538,2537,3.808550186,73,91,16,13,14,98,26,0,7,0,0,0,4,,2,,"['DOUBLE_NEGATIVE', 'BEEN_PART_AGREEMENT', 'NON3PRS_VERB', 'LIFE_COMPOUNDS']",46,22.73136523
970,18,251,1222,3.956175299,37,43,9,10,20,33,18,0,1,0,0,0,2,,2,,"['A_NNS', 'ITS_TO_IT_S']",35,14.23489412
971,3,61,265,3.491803279,9,10,1,1,2,11,3,0,1,0,0,0,0,,0,,[],6,3.098612289
972,15,287,1436,4.101045296,27,74,23,12,16,21,15,0,10,0,0,0,2,,1,,"['MUCH_COUNTABLE', 'BELIVE_BELIEVE']",35,21.03566427
973,17,361,1791,4.033240997,58,75,24,9,13,49,17,0,6,0,0,2,2,,3,,"['SINGULAR_VERB_AFTER_THESE_OR_THOSE', 'MICROSOFT_PRODUCTS']",47,34.9332676
974,23,293,1381,3.85665529,32,55,20,12,29,27,23,0,8,0,0,1,2,,1,,"['PRP_VBG', 'ANYMORE_ADVERB']",32,9.969897108
975,12,307,1395,3.749185668,29,40,18,9,18,30,10,1,16,1,0,0,2,,0,,"['HE_VERB_AGR', 'BEEN_PART_AGREEMENT']",36,14.15447085
976,42,574,2725,3.918118467,76,104,27,19,32,56,32,8,21,2,0,2,3,,0,,"['ALL_TIME_HYPHEN', 'FEWER_LESS', 'A_NNS']",60,11.38805135
977,35,568,2649,3.808098592,79,100,39,23,35,50,29,1,10,5,0,2,2,,4,,"['MD_BASEFORM', 'PRONOUN_NOUN']",64,29.90882444
978,14,330,1697,4.227272727,49,71,16,14,7,46,14,0,0,0,0,0,0,,6,,[],32,12.78726853
979,14,353,1668,3.886685552,51,50,14,10,19,51,9,4,24,1,0,3,1,,1,,['NON3PRS_VERB'],36,18.6919767
980,36,672,3231,3.918154762,99,136,40,31,20,59,36,0,10,0,0,1,5,,5,,"['HE_VERB_AGR', 'DEPEND_ON', 'DOUBLE_NEGATIVE', 'HE_VERB_AGR', 'DT_DT']",90,23.84816946
981,29,365,1725,3.876712329,51,70,16,13,16,49,26,1,10,2,0,2,3,,1,,"['THE_SUPERLATIVE', 'MANY_NN', 'HOUSE_COMPOUNDS']",36,11.49467147
982,27,486,2299,3.913580247,51,81,35,19,20,57,24,2,36,0,0,1,2,,1,,"['MANY_NN', 'YOUR_RE']",53,15.58540954
983,41,682,3315,4.001466276,102,118,40,23,41,77,39,1,27,1,0,0,3,,0,,"['BE_USE_TO_DO', 'SUPPOSE_TO', 'HE_VERB_AGR']",79,30.01991075
984,23,370,1816,4.021621622,60,74,12,9,23,37,23,0,8,0,0,0,2,,1,,"['IT_VBZ', 'THERE_S_MANY']",42,20.43368877
985,21,347,1697,4.025936599,53,70,11,9,24,39,20,1,16,0,0,1,1,,1,,['DOSNT'],31,15.28147456
986,21,437,2207,4.18993135,50,88,34,23,22,28,21,0,14,0,0,0,2,,4,,"['THOUGH_THOUGHT', 'ITS_TO_IT_S']",69,28.34241729
987,32,377,1775,3.856763926,47,65,19,7,20,55,29,2,13,1,0,1,0,,1,,[],30,9.44171859
988,8,178,909,4.213483146,32,38,7,4,10,17,8,0,4,0,0,0,0,,2,,[],23,14.89676941
989,4,108,514,3.824074074,19,17,6,7,3,13,4,0,0,0,0,2,0,,0,,[],16,8.292449108
990,25,330,1616,4.009090909,57,66,17,2,18,37,23,1,0,1,0,0,0,,2,,[],23,19.00206847
991,18,469,2254,3.953091684,55,82,23,6,33,47,17,0,20,1,0,3,2,,1,,"['TWITTER', 'ON_SKYPE']",39,40.84868973
992,5,139,660,3.848920863,22,20,11,6,12,13,5,0,5,0,0,0,0,,1,,[],22,12.3820328
993,15,368,1868,4.152173913,53,78,16,19,12,63,15,0,8,0,0,0,4,,0,,"['HE_VERB_AGR', 'MD_BASEFORM', 'ITS_TO_IT_S', 'PRP_JJ']",46,14.36373409
994,27,561,2584,3.8057041,65,84,39,11,27,59,26,0,30,1,0,2,2,,1,,"['MD_BASEFORM', 'THIS_NNS']",58,28.59321303
995,30,571,2924,4.292469352,64,103,41,14,12,38,29,0,16,1,0,0,3,,0,,"['IF_THERE', 'NODT_DOZEN', 'MASS_AGREEMENT']",51,21.95700052
996,36,670,3461,4.291044776,87,152,42,26,32,42,34,2,32,0,0,1,1,,1,,['MICROSOFT_PRODUCTS'],74,24.42894574
997,41,853,4417,4.335287222,98,161,70,32,53,37,39,0,57,2,0,0,2,,0,,"['PEOPLE_VBZ', 'MD_BE_NON_VBP']",103,48.990455
998,24,363,1718,3.818181818,48,65,25,11,13,52,24,0,4,0,0,1,0,,3,,[],47,23.22720897
999,27,382,1776,3.759162304,55,57,18,12,18,60,26,1,3,0,0,0,1,,6,,['EYE_COMPOUNDS'],45,14.4979107
1000,21,406,2089,4.24137931,67,79,29,15,20,44,21,0,13,0,0,2,1,,1,,['A_NNS'],33,11.04577774
1001,6,183,957,4.316939891,32,36,11,11,10,20,6,0,4,0,0,0,3,,2,,"['HOUSE_COMPOUNDS', 'NON3PRS_VERB', 'PRONOUN_NOUN']",27,28.88652268
1002,23,308,1477,4,50,66,7,12,12,25,22,1,16,0,0,1,1,,3,,['BEEN_PART_AGREEMENT'],41,9.635636636
1003,31,510,2462,3.980392157,69,96,17,12,18,62,30,1,18,0,0,1,1,,2,,['A_NNS'],44,16.85924148
1004,27,425,2156,4.207058824,53,90,28,21,25,45,21,3,18,3,1,1,1,,0,,['REPEATED_VERBS'],47,13.12204514
1005,15,583,2625,3.641509434,68,68,43,19,53,53,15,0,26,0,0,3,3,,1,,"['BREAKING_COMPOUNDS', 'MANY_NN', 'CAUSE_BECAUSE']",77,49.69323805
1006,27,487,2344,3.938398357,69,77,13,17,37,67,17,3,10,10,0,0,0,,6,,[],62,21.95119185
1007,6,288,1489,4.246527778,36,77,14,14,23,19,6,0,7,0,2,2,2,,2,,"['ON_COMPOUNDS', 'HE_VERB_AGR']",38,40.00848217
1008,27,466,2350,4.165236052,64,96,31,17,39,39,26,0,26,1,0,0,6,,1,,"['EYE_COMPOUNDS', 'ALLOW_TO', 'EYE_COMPOUNDS', 'MUCH_COUNTABLE', 'A_NNS', 'EYE_COMPOUNDS']",52,22.87395529
1009,35,414,2050,4.072463768,52,72,35,2,18,73,35,0,7,0,0,6,4,,3,,"['AGREEMENT_SENT_START', 'A_INFINITIVE', 'MANY_NN', 'TWITTER']",45,14.26585529
1010,19,359,1667,3.704735376,47,73,18,9,14,44,19,0,2,0,0,3,7,,0,,"['THIS_NNS', 'PLURAL_VERB_AFTER_THIS', 'U_RE', 'WANT_TO_NN', 'THIS_NNS', 'PLURAL_VERB_AFTER_THIS', 'IT_VBZ']",38,17.14514203
1011,27,420,2009,3.988095238,60,64,27,8,15,64,24,1,20,2,0,0,0,,1,,[],47,11.41336175
1012,36,577,2593,3.622183709,91,76,18,18,38,76,28,4,13,4,0,0,3,,3,,"['PRP_PAST_PART', 'ON_COMPOUNDS', 'ANYMORE_ADVERB']",63,24.38731807
1013,20,311,1449,3.781350482,48,50,11,15,10,53,20,0,12,0,0,0,0,,1,,[],34,10.97137951
1014,25,398,1919,3.927135678,55,70,27,13,12,58,25,0,4,0,0,0,0,,3,,[],39,5.371636716
1015,32,597,3069,4.316582915,69,121,43,9,34,40,19,10,32,3,0,0,0,,0,,[],53,33.40683655
1016,24,428,2019,3.843457944,56,70,32,12,24,53,18,6,16,0,0,0,1,,2,,['MANY_NN'],52,25.68303517
1017,12,278,1386,4.04676259,43,54,17,15,12,42,11,1,1,0,0,0,0,,6,,[],40,19.00132619
1018,22,487,2377,3.981519507,73,100,19,22,18,64,22,0,9,0,0,0,4,,1,,"['AGREEMENT_SENT_START_2', 'ITS_TO_IT_S', 'ARN_T', 'DEPEND_ON']",55,24.48773646
1019,35,706,3553,4.172804533,93,148,51,18,37,62,31,0,36,4,0,0,3,,1,,"['HAND_COMPOUNDS', 'PEOPLE_VBZ', 'TWITTER']",60,38.64992528
1020,17,303,1350,3.547854785,46,52,8,8,10,57,13,0,7,4,0,0,1,,5,,['CD_NN'],35,11.03189565
1021,29,508,2304,3.716535433,71,76,18,10,20,59,20,7,14,2,0,1,2,,3,,"['I_NOT_JJ', 'GOOGLE_PRODUCTS']",55,21.31767821
1022,17,374,1893,4.176470588,55,77,33,14,21,34,16,1,17,0,0,0,4,,3,,"['IF_VB', 'THE_SUPERLATIVE', 'THE_SUPERLATIVE', 'HAVE_PART_AGREEMENT']",53,26.94398035
1023,37,510,2308,3.717647059,69,84,21,13,22,56,22,9,21,6,0,2,0,,1,,[],35,5.632645057
1024,29,426,1888,3.617370892,70,53,15,14,27,61,18,8,11,3,0,1,2,,4,,"['THERE_S_MANY', 'WANT_TO_NN']",39,20.42184769
1025,38,646,3267,4.193498452,80,125,32,30,52,51,37,0,34,1,0,0,1,,1,,['PRP_VB'],85,19.03459418
1026,23,517,2566,4.085106383,54,106,32,21,22,60,16,2,20,5,0,0,2,,1,,"['NON3PRS_VERB', 'HAND_COMPOUNDS']",65,37.32139287
1027,11,216,1109,4.222222222,25,39,14,6,14,32,10,1,5,0,0,0,0,,2,,[],21,21.08250578
1028,27,520,2446,3.823076923,78,84,24,16,39,64,27,0,14,0,0,1,0,,1,,[],73,29.20691962
1029,23,504,2502,4.103174603,61,97,35,28,26,54,22,0,29,1,0,2,0,,3,,[],60,25.02028022
1030,39,528,2713,4.284090909,64,118,27,14,31,39,38,0,21,1,0,1,1,,1,,['MD_BASEFORM'],52,13.21072872
1031,16,481,2335,3.925155925,68,81,17,15,24,71,13,0,15,3,0,2,2,,2,,"['PRP_MD_NN', 'NEE']",66,39.5864658
1032,15,252,1309,4.345238095,32,50,21,7,9,27,15,0,15,0,0,0,0,,0,,[],25,13.33901425
1033,25,426,2061,4.002347418,65,79,20,13,18,49,24,0,18,1,0,1,3,,2,,"['BEEN_PART_AGREEMENT', 'IN_A_TROUBLE', 'HE_VERB_AGR']",41,26.8883427
1034,8,288,1329,3.78125,37,43,10,7,11,36,8,0,3,0,0,3,4,,3,,"['MISSING_TO_BEFORE_A_VERB', 'BEEN_PART_AGREEMENT', 'A_NNS', 'BEEN_PART_AGREEMENT']",30,16.25168608
1035,34,617,3099,4.123176661,65,137,41,26,22,50,33,0,8,1,0,0,3,,2,,"['FEWER_LESS', 'AGREEMENT_SENT_START_2', 'BEEN_PART_AGREEMENT']",69,28.36363152
1036,25,429,2028,3.850815851,58,62,20,15,17,71,25,0,6,0,0,1,1,,4,,['SUBJECT_VERB_AGREEMENT_PLURAL'],60,21.01169863
1037,12,166,805,4.006024096,17,30,14,4,6,21,12,0,4,0,0,2,0,,1,,[],25,7.764358479
1038,4,348,1601,3.672413793,51,55,8,20,22,44,4,0,8,0,0,2,6,,1,,"['IT_ITS', 'DT_PRP', 'DT_PRP', 'HE_VERB_AGR', 'HE_VERB_AGR', 'THE_IT']",57,47.99736688
1039,18,394,1946,4.078680203,58,82,13,16,10,38,18,0,25,0,0,0,0,,1,,[],45,14.2848538
1040,29,639,3093,3.951486698,100,110,27,23,31,60,24,1,12,4,0,4,3,,4,,"['MICROSOFT_PRODUCTS', 'GOOGLE_PRODUCTS', 'TWITTER']",72,28.07906438
1041,22,312,1434,3.772435897,51,51,10,13,11,30,21,0,7,1,0,0,3,,0,,"['CC_NNP_VBP', 'THE_BEST_WAY', 'MISSING_TO_BEFORE_A_VERB']",43,14.88105321
1042,28,421,1952,3.795724466,52,94,19,0,10,45,27,0,12,1,0,4,2,,1,,"['BASE_FORM', 'THANK_FULL']",28,15.22227391
1043,31,395,1861,3.873417722,51,74,20,11,17,46,29,0,26,2,0,3,1,,0,,['PRP_THE'],43,11.15686789
1044,33,540,2759,4.268518519,64,103,44,14,25,37,32,1,21,0,2,1,1,,0,,['ON_SKYPE'],57,24.36747387
1045,43,605,2855,3.880991736,75,113,40,28,28,69,33,8,35,2,0,0,2,,1,,"['AGREEMENT_SENT_START_2', 'PRP_VBG']",58,15.77081956
1046,25,631,3085,3.993660856,99,115,31,29,33,86,25,0,18,0,0,4,5,,3,,"['THE_PUNCT', 'ABLE_VBP', 'IF_THERE', 'COMP_THAN', 'DT_PRP']",91,34.37347568
1047,31,619,3144,4.2180937,75,143,37,26,26,62,26,0,32,5,0,1,4,,3,,"['BEEN_PART_AGREEMENT', 'AGREEMENT_SENT_START', 'THE_PUNCT', 'MISSING_PAST_TENSE']",65,30.47104924
1048,13,336,1565,3.785714286,50,50,7,14,17,57,13,0,9,0,0,2,0,,4,,[],43,23.4831174
1049,23,460,2213,3.976086957,63,85,26,5,16,45,21,0,25,2,0,0,0,,1,,[],46,20.50182966
1050,28,443,2188,4.0496614,59,87,35,10,18,54,20,3,9,4,0,0,2,,1,,"['BEEN_PART_AGREEMENT', 'MD_BASEFORM']",40,13.90573741
1051,22,320,1429,3.665625,44,57,14,9,17,33,19,2,26,1,0,1,4,,1,,"['NEWS_COMPOUNDS', 'OVER_COMPOUNDS', 'HOME_COMPOUNDS', 'HAND_COMPOUNDS']",39,18.13968878
1052,21,411,1842,3.588807786,53,72,20,26,23,52,21,0,12,0,0,0,1,,4,,['A_INFINITIVE'],67,36.9697331
1053,18,236,1141,3.940677966,42,44,10,3,9,30,18,0,1,0,0,1,1,,1,,['GOOGLE_PRODUCTS'],13,5.175992507
1054,37,631,2800,3.640253566,72,63,33,15,26,91,28,8,29,1,0,2,1,,1,,['WANT_TO_NN'],72,30.19137726
1055,21,397,1958,4.027707809,62,72,24,16,28,46,21,0,14,0,0,0,1,,2,,['PLURAL_VERB_AFTER_THIS'],52,14.83958249
1056,8,256,1327,4.23046875,45,47,17,10,20,37,8,0,2,0,0,0,1,,2,,['DT_PRP'],28,15.9710623
1057,17,311,1468,3.8585209,34,64,21,13,15,33,17,0,11,0,0,0,1,,0,,['MD_BASEFORM'],33,16.96458778
1058,25,488,2067,3.444672131,52,57,26,12,11,60,20,2,13,3,0,0,4,,1,,"['DT_PRP', 'ARE_WE_HAVE', 'BELIVE_BELIEVE', 'A_INFINITIVE']",36,7.344104087
1059,27,405,1829,3.671604938,53,57,14,9,16,66,26,0,4,1,0,1,2,,3,,"['PRP_MD_NN', 'A_INFINITIVE']",34,15.07418741
1060,31,509,2436,3.889980354,76,96,22,19,28,66,26,0,12,5,0,1,1,,4,,['THIS_NNS'],72,21.83859493
1061,29,528,2682,4.227272727,55,106,32,14,22,34,22,3,26,4,0,3,4,,0,,"['MD_BASEFORM', 'PEOPLE_VBZ', 'A_NNS', 'ITS_TO_IT_S']",54,23.86325462
1062,13,227,1114,4.013215859,31,34,12,5,6,38,13,0,1,0,0,0,0,,0,,[],23,15.85139054
1063,28,514,2574,4.114785992,74,107,28,7,27,53,27,0,5,1,0,1,2,,3,,"['THERE_IS_A_LOT_OF', 'GOOGLE_PRODUCTS']",66,38.04434313
1064,34,409,1954,3.938875306,48,72,22,9,13,52,27,2,11,5,0,5,0,,0,,[],40,14.52921547
1065,32,566,2670,3.791519435,83,89,38,25,34,85,31,0,8,1,0,1,0,,7,,[],59,26.66635794
1066,19,471,2519,4.488322718,65,96,23,17,39,42,19,0,23,0,0,1,1,,2,,['THE_ARE'],63,15.50604593
1067,11,283,1302,3.689045936,40,50,17,11,11,32,11,0,3,0,0,0,4,,2,,"['PRP_PAST_PART', 'USE_TO_VERB', 'LIGHT_COMPOUNDS', 'PRP_THE']",33,28.54833744
1068,14,278,1394,4.115107914,48,50,23,10,19,30,14,0,10,0,0,0,3,,0,,"['DT_PRP', 'MISSING_TO_BEFORE_A_VERB', 'PRP_VB']",29,22.55455667
1069,22,361,1703,3.828254848,61,82,14,8,19,36,22,0,10,0,0,2,0,,3,,[],40,13.62947107
1070,20,398,1934,3.972361809,67,70,20,15,25,60,19,1,18,0,0,0,3,,3,,"['PRP_MD_NN', 'PRP_MD_NN', 'IT_VBZ']",48,21.77919347
1071,25,445,2061,3.761797753,55,79,22,12,26,48,19,5,18,1,0,2,2,,2,,"['TWITTER', 'DT_PRP']",51,21.7394116
1072,20,368,1771,3.929347826,60,82,22,14,8,33,19,0,17,0,0,0,1,,1,,['THERE_S_MANY'],56,13.77587731
1073,27,584,2964,4.207191781,80,109,36,23,28,59,27,0,31,0,0,1,4,,1,,"['MANY_NN', 'ON_COMPOUNDS', 'ON_COMPOUNDS', 'OTHER_WISE_COMPOUND']",72,27.35159625
1074,13,417,2029,3.925659472,73,84,15,29,27,58,13,0,2,0,0,0,1,,2,,['MISSING_TO_BEFORE_A_VERB'],83,35.05899351
